fain_id,nf_name,pdf_name,rep_type,rep_date,url,download_record
45948,Shelton Health and Rehabilitation Center,Shelton Health and Rehab (Hx D prior E) 3 7 19.pdf,Enforcement Letter,03/2019,https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1608/enforcement letter/2019/Shelton Health and Rehab (Hx D prior E) 3 7 19.pdf,Tue Jun  9 15:48:59 2020
45948,Shelton Health and Rehabilitation Center,"Shelton Health and Rehab (G, CMP, CF) 1 4 19.pdf",Enforcement Letter,01/2019,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1608/enforcement letter/2019/Shelton Health and Rehab (G, CMP, CF) 1 4 19.pdf",Tue Jun  9 15:49:01 2020
45948,Shelton Health and Rehabilitation Center,"Shelton Health and Rehab (4OOC Hx E, prior G, prior G, prior GG, CMP, CF) 5 23 18.pdf",Enforcement Letter,06/2018,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1608/enforcement letter/2018/Shelton Health and Rehab (4OOC Hx E, prior G, prior G, prior GG, CMP, CF) 5 23 18.pdf",Tue Jun  9 15:49:03 2020
45948,Shelton Health and Rehabilitation Center,"Shelton Health and Rehab (3OOC Hx G, prior G, prior GG, CMP, CF) 4 27 18.pdf",Enforcement Letter,05/2018,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1608/enforcement letter/2018/Shelton Health and Rehab (3OOC Hx G, prior G, prior GG, CMP, CF) 4 27 18.pdf",Tue Jun  9 15:49:04 2020
45948,Shelton Health and Rehabilitation Center,"Shelton Health and Rehab (GG, CMP, CF) 3 2 18.pdf",Enforcement Letter,03/2018,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1608/enforcement letter/2018/Shelton Health and Rehab (GG, CMP, CF) 3 2 18.pdf",Tue Jun  9 15:49:06 2020
45948,Shelton Health and Rehabilitation Center,"Shelton Health and Rehab (HX G, prior GG, CMP, CF) 3 16 18.pdf",Enforcement Letter,03/2018,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1608/enforcement letter/2018/Shelton Health and Rehab (HX G, prior GG, CMP, CF) 3 16 18.pdf",Tue Jun  9 15:49:07 2020
45948,Shelton Health and Rehabilitation Center,"Shelton Health and Rehab (GG, CMP, CF) 7 17.pdf",Enforcement Letter,07/2017,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1608/enforcement letter/2017/Shelton Health and Rehab (GG, CMP, CF) 7 17.pdf",Tue Jun  9 15:49:08 2020
42908,COLVILLE TRIBAL CONVALESCENT CENTER,"Colville Tribal (Hx D, prior G, CMP) 1 3 19.pdf",Enforcement Letter,01/2019,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/764/enforcement letter/2019/Colville Tribal (Hx D, prior G, CMP) 1 3 19.pdf",Tue Jun  9 15:49:24 2020
42908,COLVILLE TRIBAL CONVALESCENT CENTER,"ColVille Tribal (GG, CMP, CF) 1 8 17.pdf",Enforcement Letter,11/2017,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/764/enforcement letter/2017/ColVille Tribal (GG, CMP, CF) 1 8 17.pdf",Tue Jun  9 15:49:25 2020
43597,REGENCY OMAK,"Regency Omak (G, CMP, CF) 1 10 19.pdf",Enforcement Letter,01/2019,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1479/enforcement letter/2019/Regency Omak (G, CMP, CF) 1 10 19.pdf",Tue Jun  9 15:49:43 2020
43597,REGENCY OMAK,Regency Omak (Hx E prior D) 2 16 18.pdf,Enforcement Letter,03/2018,https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1479/enforcement letter/2018/Regency Omak (Hx E prior D) 2 16 18.pdf,Tue Jun  9 15:49:45 2020
43482,WILLAPA HARBOR HEALTH & REHAB,"Willapa Harbor (Hx H prior D, SUB, CMP, CF) 11 27 17.pdf",Enforcement Letter,12/2017,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1357/enforcement letter/2017/Willapa Harbor (Hx H prior D, SUB, CMP, CF) 11 27 17.pdf",Tue Jun  9 15:49:53 2020
43482,WILLAPA HARBOR HEALTH & REHAB,"Willapa Harbor (IJ, SUB, CMP, CF) 6 17.pdf",Enforcement Letter,06/2017,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1357/enforcement letter/2017/Willapa Harbor (IJ, SUB, CMP, CF) 6 17.pdf",Tue Jun  9 15:49:54 2020
45952,Alaska Gardens Health and Rehabilitation Center,"Alaska Gardens (OSFM IJ, R, G, CMP, CF) 4 4 19.pdf",Enforcement Letter,04/2019,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1603/enforcement letter/2019/Alaska Gardens (OSFM IJ, R, G, CMP, CF) 4 4 19.pdf",Tue Jun  9 15:50:05 2020
45952,Alaska Gardens Health and Rehabilitation Center,"Alaska Gardens (K, HX Prior Fg, Prior G, Prior D, SUB, SP, CMP, CF) 1 17 19.pdf",Enforcement Letter,02/2019,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1603/enforcement letter/2019/Alaska Gardens (K, HX Prior Fg, Prior G, Prior D, SUB, SP, CMP, CF) 1 17 19.pdf",Tue Jun  9 15:50:08 2020
45952,Alaska Gardens Health and Rehabilitation Center,"Alaska Gardens (Lift SP, BIC) 2 14 19.pdf",Enforcement Letter,02/2019,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1603/enforcement letter/2019/Alaska Gardens (Lift SP, BIC) 2 14 19.pdf",Tue Jun  9 15:50:09 2020
45952,Alaska Gardens Health and Rehabilitation Center,"Alaska Gardens (FP, Hx G, prior E, CMP, CF) 12 19 18.pdf",Enforcement Letter,01/2019,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1603/enforcement letter/2019/Alaska Gardens (FP, Hx G, prior E, CMP, CF) 12 19 18.pdf",Tue Jun  9 15:50:11 2020
45952,Alaska Gardens Health and Rehabilitation Center,"Alaska Gardens (Hx G, prior E) 11 16 18.pdf",Enforcement Letter,12/2018,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1603/enforcement letter/2018/Alaska Gardens (Hx G, prior E) 11 16 18.pdf",Tue Jun  9 15:50:13 2020
45952,Alaska Gardens Health and Rehabilitation Center,Alaska Gardens (Hx F prior D) 8 9 18.pdf,Enforcement Letter,08/2018,https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1603/enforcement letter/2018/Alaska Gardens (Hx F prior D) 8 9 18.pdf,Tue Jun  9 15:50:15 2020
45952,Alaska Gardens Health and Rehabilitation Center,"Alaska Gardens Health (G, CMP, CF) 2 20 18.pdf",Enforcement Letter,02/2018,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1603/enforcement letter/2018/Alaska Gardens Health (G, CMP, CF) 2 20 18.pdf",Tue Jun  9 15:50:16 2020
45952,Alaska Gardens Health and Rehabilitation Center,Alaska Gardens (Hx D prior E) 7 16.pdf,Enforcement Letter,06/2017,https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1603/enforcement letter/2017/Alaska Gardens (Hx D prior E) 7 16.pdf,Tue Jun  9 15:50:17 2020
43529,Avamere at Pacific Ridge,"Avamere at Pacific Ridge (G, CMP, CF) 9 13 17.pdf",Enforcement Letter,09/2017,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1405/enforcement letter/2017/Avamere at Pacific Ridge (G, CMP, CF) 9 13 17.pdf",Tue Jun  9 15:50:30 2020
43527,AVAMERE HERITAGE REHABILITATION OF TACOMA,Avamere Heritage Rehab of Tacoma (FP E prior F) 10 16 19.pdf,Enforcement Letter,10/2019,https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1403/enforcement letter/2019/Avamere Heritage Rehab of Tacoma (FP E prior F) 10 16 19.pdf,Tue Jun  9 15:50:39 2020
43527,AVAMERE HERITAGE REHABILITATION OF TACOMA,"Avamere Heritage Rehab of Tacoma (Hx E, prior F) 8 31 18.pdf",Enforcement Letter,09/2018,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1403/enforcement letter/2018/Avamere Heritage Rehab of Tacoma (Hx E, prior F) 8 31 18.pdf",Tue Jun  9 15:50:41 2020
43527,AVAMERE HERITAGE REHABILITATION OF TACOMA,Avamere Heritage Rehab of Tacoma (3 OOC G Hx D prior E) 10 5 17.pdf,Enforcement Letter,10/2017,https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1403/enforcement letter/2017/Avamere Heritage Rehab of Tacoma (3 OOC G Hx D prior E) 10 5 17.pdf,Tue Jun  9 15:50:42 2020
43527,AVAMERE HERITAGE REHABILITATION OF TACOMA,Avamere Heritage Rehab of Tacoma (Hx D prior E) 9 6 17.pdf,Enforcement Letter,09/2017,https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1403/enforcement letter/2017/Avamere Heritage Rehab of Tacoma (Hx D prior E) 9 6 17.pdf,Tue Jun  9 15:50:43 2020
44195,Avamere Transitional Care of Puget Sound,"Avamere Transitional Care (2nd Failed Post, CF WAC, prior F ) 4 23 19.pdf",Enforcement Letter,05/2019,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1542/enforcement letter/2019/Avamere Transitional Care (2nd Failed Post, CF WAC, prior F ) 4 23 19.pdf",Tue Jun  9 15:50:55 2020
44195,Avamere Transitional Care of Puget Sound,"Avamere Transitional Care (Failed Post, CF WAC, prior F ) 1 8 19.pdf",Enforcement Letter,03/2019,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1542/enforcement letter/2019/Avamere Transitional Care (Failed Post, CF WAC, prior F ) 1 8 19.pdf",Tue Jun  9 15:50:59 2020
44195,Avamere Transitional Care of Puget Sound,"Avamere Transitional Care (HX F, prior F ) 4 13 18.pdf",Enforcement Letter,04/2018,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1542/enforcement letter/2018/Avamere Transitional Care (HX F, prior F ) 4 13 18.pdf",Tue Jun  9 15:51:00 2020
43492,COTTESMORE OF LIFE CARE,"Cottesmore of Life Care  (E prior G, CMP, CF) 2 22 19.pdf",Enforcement Letter,03/2019,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1368/enforcement letter/2019/Cottesmore of Life Care  (E prior G, CMP, CF) 2 22 19.pdf",Tue Jun  9 15:51:08 2020
43492,COTTESMORE OF LIFE CARE,"Cottesmore of Life Care  (G, CMP, CF) 1 25 19.pdf",Enforcement Letter,02/2019,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1368/enforcement letter/2019/Cottesmore of Life Care  (G, CMP, CF) 1 25 19.pdf",Tue Jun  9 15:51:10 2020
42680,FRANKE TOBEY JONES,"Franke Tobey Jones (FP, CF) 3 6 20.pdf",Enforcement Letter,03/2020,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/452/enforcement letter/2020/Franke Tobey Jones (FP, CF) 3 6 20.pdf",Tue Jun  9 15:51:16 2020
46094,Heartwood Extended Healthcare,"Heartwood Extended Healthcare (Hx G, Sub, Cf, CMP, prior D) 12 23 19.pdf",Enforcement Letter,01/2020,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1618/enforcement letter/2020/Heartwood Extended Healthcare (Hx G, Sub, Cf, CMP, prior D) 12 23 19.pdf",Tue Jun  9 15:51:21 2020
46094,Heartwood Extended Healthcare,Heartwood Extended Health Care (amended-rescind CF)1 3 19.pdf,Enforcement Letter,02/2019,https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1618/enforcement letter/2019/Heartwood Extended Health Care (amended-rescind CF)1 3 19.pdf,Tue Jun  9 15:51:22 2020
46094,Heartwood Extended Healthcare,Heartwood Extended Health Care (rescind CF).pdf,Enforcement Letter,01/2019,https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1618/enforcement letter/2019/Heartwood Extended Health Care (rescind CF).pdf,Tue Jun  9 15:51:23 2020
46094,Heartwood Extended Healthcare,"Heartwood (IJ, R, SUB, CMP, CF) 11 2 17.pdf",Enforcement Letter,11/2017,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1618/enforcement letter/2017/Heartwood (IJ, R, SUB, CMP, CF) 11 2 17.pdf",Tue Jun  9 15:51:24 2020
43511,LIFE CARE CENTER OF PUYALLUP,"Life Care of Puyallup (G, CMP, CF) 10 18 19.pdf",Enforcement Letter,10/2019,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1387/enforcement letter/2019/Life Care of Puyallup (G, CMP, CF) 10 18 19.pdf",Tue Jun  9 15:51:39 2020
43903,Life Care Center of South Hill,Life Care of South Hill (Hx E prior D) 6 21 19.pdf,Enforcement Letter,07/2019,https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1533/enforcement letter/2019/Life Care of South Hill (Hx E prior D) 6 21 19.pdf,Tue Jun  9 15:51:45 2020
46026,Linden Grove Health Care Center,"Linden Grove (IJ, R, Cont sp, Cont Cond, CF) 5 21 20.pdf",Enforcement Letter,05/2020,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1619/enforcement letter/2020/Linden Grove (IJ, R, Cont sp, Cont Cond, CF) 5 21 20.pdf",Tue Jun  9 15:51:52 2020
46026,Linden Grove Health Care Center,"Linden Grove Amended (IJ, R, Cont sp, Cont Cond, CF) 5 21 20.pdf",Enforcement Letter,05/2020,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1619/enforcement letter/2020/Linden Grove Amended (IJ, R, Cont sp, Cont Cond, CF) 5 21 20.pdf",Tue Jun  9 15:51:54 2020
45542,Manor Care Health Services (Gig Harbor),"Manor Care Gig Harbor (FP, E prior E) 11 27 19.pdf",Enforcement Letter,12/2019,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1592/enforcement letter/2019/Manor Care Gig Harbor (FP, E prior E) 11 27 19.pdf",Tue Jun  9 15:51:57 2020
45545,Manor Care Health Services (Tacoma),"Manor Care Tacoma (GG, CMP, CF) 4 13 20.pdf",Enforcement Letter,04/2020,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1597/enforcement letter/2020/Manor Care Tacoma (GG, CMP, CF) 4 13 20.pdf",Tue Jun  9 15:52:09 2020
45545,Manor Care Health Services (Tacoma),"Manor Care - Tacoma (Hx, GG, prior D, CMP, CF) 12 16 19.pdf",Enforcement Letter,12/2019,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1597/enforcement letter/2019/Manor Care - Tacoma (Hx, GG, prior D, CMP, CF) 12 16 19.pdf",Tue Jun  9 15:52:11 2020
45545,Manor Care Health Services (Tacoma),"Manor Care of Tacoma (2OOC, Hx D prior G) 7 1 19.pdf",Enforcement Letter,07/2019,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1597/enforcement letter/2019/Manor Care of Tacoma (2OOC, Hx D prior G) 7 1 19.pdf",Tue Jun  9 15:52:13 2020
45545,Manor Care Health Services (Tacoma),"Manor Care - Tacoma (GG, CMP, CF) 5 22 19.pdf",Enforcement Letter,06/2019,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1597/enforcement letter/2019/Manor Care - Tacoma (GG, CMP, CF) 5 22 19.pdf",Tue Jun  9 15:52:15 2020
45545,Manor Care Health Services (Tacoma),"Manor Care Tacoma (2nd Failed Post, CF WAC, prior G, prior G) 4 30 19.pdf",Enforcement Letter,05/2019,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1597/enforcement letter/2019/Manor Care Tacoma (2nd Failed Post, CF WAC, prior G, prior G) 4 30 19.pdf",Tue Jun  9 15:52:17 2020
45545,Manor Care Health Services (Tacoma),"Manor Care Tacoma (G, CMP, CF) 3 5 19.pdf",Enforcement Letter,03/2019,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1597/enforcement letter/2019/Manor Care Tacoma (G, CMP, CF) 3 5 19.pdf",Tue Jun  9 15:52:19 2020
45545,Manor Care Health Services (Tacoma),"Manor Care of Tacoma (Hx G prior G, CMP, CF) 3 15 19.pdf",Enforcement Letter,03/2019,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1597/enforcement letter/2019/Manor Care of Tacoma (Hx G prior G, CMP, CF) 3 15 19.pdf",Tue Jun  9 15:52:21 2020
45545,Manor Care Health Services (Tacoma),"Manor Care of Tacoma (Hx D, prior D) 9 7 18.pdf",Enforcement Letter,09/2018,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1597/enforcement letter/2018/Manor Care of Tacoma (Hx D, prior D) 9 7 18.pdf",Tue Jun  9 15:52:23 2020
43907,Orchard Park Health Care & Rehabilitation Center,"Orchard Park (G, CMP, CF) 12 15 17.pdf",Enforcement Letter,01/2018,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1531/enforcement letter/2018/Orchard Park (G, CMP, CF) 12 15 17.pdf",Tue Jun  9 15:52:35 2020
43548,PARK ROSE CARE CENTER,Park Rose (Hx D prior D) 4 16 19.pdf,Enforcement Letter,04/2019,https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1424/enforcement letter/2019/Park Rose (Hx D prior D) 4 16 19.pdf,Tue Jun  9 15:52:46 2020
43548,PARK ROSE CARE CENTER,Park Rose Care Center (HX E prior OSFM F) 8 23 18.pdf,Enforcement Letter,09/2018,https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1424/enforcement letter/2018/Park Rose Care Center (HX E prior OSFM F) 8 23 18.pdf,Tue Jun  9 15:52:48 2020
43548,PARK ROSE CARE CENTER,"Park Rose (IJ, R, SUB, CMP, CF) 8 17.pdf",Enforcement Letter,08/2017,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1424/enforcement letter/2017/Park Rose (IJ, R, SUB, CMP, CF) 8 17.pdf",Tue Jun  9 15:52:49 2020
43555,PUYALLUP NURSING AND REHABILITATION CENTER,"Puyallup Nursing and Rehab (3 OOC Hx, G prior D Prior F) 3 27 18.pdf",Enforcement Letter,04/2018,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1434/enforcement letter/2018/Puyallup Nursing and Rehab (3 OOC Hx, G prior D Prior F) 3 27 18.pdf",Tue Jun  9 15:53:02 2020
43555,PUYALLUP NURSING AND REHABILITATION CENTER,Puyallup Nursing and Rehab (Hx D Prior F) 2 16 18.pdf,Enforcement Letter,03/2018,https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1434/enforcement letter/2018/Puyallup Nursing and Rehab (Hx D Prior F) 2 16 18.pdf,Tue Jun  9 15:53:03 2020
43586,RAINIER REHABILITATION,"Rainier Rehab (GG, CMP, CF) 3 19 18.pdf",Enforcement Letter,03/2018,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1467/enforcement letter/2018/Rainier Rehab (GG, CMP, CF) 3 19 18.pdf",Tue Jun  9 15:53:11 2020
43586,RAINIER REHABILITATION,"Rainier Rehabiltation (IJ, R, SUB, CMP, CF) 9 26 17.pdf",Enforcement Letter,10/2017,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1467/enforcement letter/2017/Rainier Rehabiltation (IJ, R, SUB, CMP, CF) 9 26 17.pdf",Tue Jun  9 15:53:12 2020
42776,TACOMA LUTHERAN RETIREMENT COMMUNITY,Tacoma Lutheran (Withdraw citation) 1 30 19.pdf,Enforcement Letter,01/2019,https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/601/enforcement letter/2019/Tacoma Lutheran (Withdraw citation) 1 30 19.pdf,Tue Jun  9 15:53:21 2020
42776,TACOMA LUTHERAN RETIREMENT COMMUNITY,"Tacoma Lutheran Home (Hx E, prior E) 5 22 18.pdf",Enforcement Letter,06/2018,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/601/enforcement letter/2018/Tacoma Lutheran Home (Hx E, prior E) 5 22 18.pdf",Tue Jun  9 15:53:22 2020
42776,TACOMA LUTHERAN RETIREMENT COMMUNITY,"Tacoma Lutheran Home (IJ R, SUB, CMP, CF) 7 17.pdf",Enforcement Letter,07/2017,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/601/enforcement letter/2017/Tacoma Lutheran Home (IJ R, SUB, CMP, CF) 7 17.pdf",Tue Jun  9 15:53:23 2020
45283,Tacoma Nursing and Rehabilitation Center,"Tacoma Nursing and Rehab (2nd FP, WAC only) 1 15 20.pdf",Enforcement Letter,01/2020,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1586/enforcement letter/2020/Tacoma Nursing and Rehab (2nd FP, WAC only) 1 15 20.pdf",Tue Jun  9 15:53:35 2020
45283,Tacoma Nursing and Rehabilitation Center,"Tacoma Nursing and Rehab (FP, WAC only) 12 06 19.pdf",Enforcement Letter,12/2019,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1586/enforcement letter/2019/Tacoma Nursing and Rehab (FP, WAC only) 12 06 19.pdf",Tue Jun  9 15:53:38 2020
45283,Tacoma Nursing and Rehabilitation Center,"Tacoma Nursing & Rehab (G, CMP,CF) 4 30 19.pdf",Enforcement Letter,05/2019,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1586/enforcement letter/2019/Tacoma Nursing & Rehab (G, CMP,CF) 4 30 19.pdf",Tue Jun  9 15:53:40 2020
44660,The Oaks at Lakewood,"The Oaks of Lakewood (Hx Sub F, CF, CMP, prior D) 10 30 19.pdf",Enforcement Letter,11/2019,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1568/enforcement letter/2019/The Oaks of Lakewood (Hx Sub F, CF, CMP, prior D) 10 30 19.pdf",Tue Jun  9 15:53:54 2020
44660,The Oaks at Lakewood,"The Oaks at Lakewood (G, CMP, CF) 2 6 18.pdf",Enforcement Letter,02/2018,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1568/enforcement letter/2018/The Oaks at Lakewood (G, CMP, CF) 2 6 18.pdf",Tue Jun  9 15:53:55 2020
44660,The Oaks at Lakewood,Kindred - Lakewood (Hx D prior F) 11 21 17.pdf,Enforcement Letter,11/2017,https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1568/enforcement letter/2017/Kindred - Lakewood (Hx D prior F) 11 21 17.pdf,Tue Jun  9 15:53:57 2020
44660,The Oaks at Lakewood,"Kindred Lakewood (GG, CMP, CF) 9 6 17.pdf",Enforcement Letter,09/2017,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1568/enforcement letter/2017/Kindred Lakewood (GG, CMP, CF) 9 6 17.pdf",Tue Jun  9 15:53:58 2020
44658,University Place Rehabilitation Center,"University Place (Lift SP, Cond, BIC) 3 10 20.pdf",Enforcement Letter,03/2020,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1553/enforcement letter/2020/University Place (Lift SP, Cond, BIC) 3 10 20.pdf",Tue Jun  9 15:54:13 2020
44658,University Place Rehabilitation Center,"Univeristy Place (FP, CMP, CF, Cond) 2 13 20.pdf",Enforcement Letter,02/2020,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1553/enforcement letter/2020/Univeristy Place (FP, CMP, CF, Cond) 2 13 20.pdf",Tue Jun  9 15:54:16 2020
44658,University Place Rehabilitation Center,"University Place Care Center (IJ, R, SP, SUB, CMP, CF) 2 5 20.pdf",Enforcement Letter,02/2020,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1553/enforcement letter/2020/University Place Care Center (IJ, R, SP, SUB, CMP, CF) 2 5 20.pdf",Tue Jun  9 15:54:18 2020
44658,University Place Rehabilitation Center,"University Place Care Center (3ooc E, prior G prior K, Cond) 11 21 19.pdf",Enforcement Letter,11/2019,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1553/enforcement letter/2019/University Place Care Center (3ooc E, prior G prior K, Cond) 11 21 19.pdf",Tue Jun  9 15:54:20 2020
44658,University Place Rehabilitation Center,"University Place Care Center (Hx G prior K, Cond) 10 21 19.pdf",Enforcement Letter,10/2019,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1553/enforcement letter/2019/University Place Care Center (Hx G prior K, Cond) 10 21 19.pdf",Tue Jun  9 15:54:22 2020
44658,University Place Rehabilitation Center,"University Place Care Center (K, R, SUB, DIrected POC) 9 23 19.pdf",Enforcement Letter,10/2019,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1553/enforcement letter/2019/University Place Care Center (K, R, SUB, DIrected POC) 9 23 19.pdf",Tue Jun  9 15:54:24 2020
44658,University Place Rehabilitation Center,"University Place Care Center (GG, CMP, CF) 6 17 19.pdf",Enforcement Letter,06/2019,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1553/enforcement letter/2019/University Place Care Center (GG, CMP, CF) 6 17 19.pdf",Tue Jun  9 15:54:25 2020
44658,University Place Rehabilitation Center,"University Place Care Center (Hx D prior D, prior G) 3 22 19.pdf",Enforcement Letter,04/2019,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1553/enforcement letter/2019/University Place Care Center (Hx D prior D, prior G) 3 22 19.pdf",Tue Jun  9 15:54:27 2020
44658,University Place Rehabilitation Center,Univeresity Place Care Center (Hx D prior G) 3 11 19.pdf,Enforcement Letter,03/2019,https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1553/enforcement letter/2019/Univeresity Place Care Center (Hx D prior G) 3 11 19.pdf,Tue Jun  9 15:54:29 2020
44658,University Place Rehabilitation Center,"University Place Care Center (G, CMP, CF) 2 8 19.pdf",Enforcement Letter,02/2019,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1553/enforcement letter/2019/University Place Care Center (G, CMP, CF) 2 8 19.pdf",Tue Jun  9 15:54:31 2020
44658,University Place Rehabilitation Center,"University Place Care Center (HX D prior GG, CMP) 12 7 18.pdf",Enforcement Letter,12/2018,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1553/enforcement letter/2018/University Place Care Center (HX D prior GG, CMP) 12 7 18.pdf",Tue Jun  9 15:54:33 2020
44658,University Place Rehabilitation Center,"University Place Care Center (HX E prior D prior GG, CMP) 12 14 18.pdf",Enforcement Letter,12/2018,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1553/enforcement letter/2018/University Place Care Center (HX E prior D prior GG, CMP) 12 14 18.pdf",Tue Jun  9 15:54:35 2020
44658,University Place Rehabilitation Center,"University Place (Hx E prior K, ) 1 8 18.pdf",Enforcement Letter,01/2018,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1553/enforcement letter/2018/University Place (Hx E prior K, ) 1 8 18.pdf",Tue Jun  9 15:54:36 2020
44658,University Place Rehabilitation Center,"University Place (K, R, SUB, CMP, CF) 12 20 17.pdf",Enforcement Letter,01/2018,"https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1553/enforcement letter/2018/University Place (K, R, SUB, CMP, CF) 12 20 17.pdf",Tue Jun  9 15:54:37 2020
44658,University Place Rehabilitation Center,University Place Rehab Center (Rescinded CF) Jan 18.pdf,Enforcement Letter,01/2018,https://fortress.wa.gov/dshs/adsaapps/lookup/RCSForms/NF/1553/enforcement letter/2018/University Place Rehab Center (Rescinded CF) Jan 18.pdf,Tue Jun  9 15:54:39 2020
