pdf_name,page,image_based,letter_dt,survey_dt,survey_type,vendor_num,fed_num,aem_num,action,fed_enforcement,nc_hist,epoc,state_rem,appeal_rights,finding_code,finding_desc,wac_long,wac_short,subchp_num,subchp_name,section,section_desc,cmp_item,cmp_agg
"Olympia Transitional Care (IJ, R, CMP, CF) 10 25 17.pdf",1,FALSE,11/8/17,10/25/17,unannounced abbreviated and partial extended survey ,4115111,505243,PJPO11,IMPOSITION OF CIVIL FINES,FALSE,FALSE,FALSE,FALSE,FALSE,J,isolated deficiencies constituting immediate jeopardy to resident health and safety,,,,,,,,
"Olympia Transitional Care (IJ, R, CMP, CF) 10 25 17.pdf",2,FALSE,11/8/17,10/25/17,unannounced abbreviated and partial extended survey ,4115111,505243,PJPO11,IMPOSITION OF CIVIL FINES,FALSE,FALSE,TRUE,FALSE,FALSE,,,,,,,,,,
"Olympia Transitional Care (IJ, R, CMP, CF) 10 25 17.pdf",3,FALSE,11/8/17,10/25/17,unannounced abbreviated and partial extended survey ,4115111,505243,PJPO11,IMPOSITION OF CIVIL FINES,FALSE,FALSE,FALSE,TRUE,TRUE,,,388-97-1060(1),388-97-1060,SUBCHAPTER I,"RESIDENT RIGHTS, CARE AND RELATED SERVICES",Quality of Care,Quality of care.,3000,
"Olympia Transitional Care (IJ, R, CMP, CF) 10 25 17.pdf",4,FALSE,11/8/17,10/25/17,unannounced abbreviated and partial extended survey ,4115111,505243,PJPO11,IMPOSITION OF CIVIL FINES,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,3000
"Olympia Transitional Care (IJ, R, CMP, CF) 10 25 17.pdf",5,FALSE,11/8/17,10/25/17,unannounced abbreviated and partial extended survey ,4115111,505243,PJPO11,IMPOSITION OF CIVIL FINES,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,
Olympia Transitional Care (Past Non G) 1 25 19.pdf,1,FALSE,2/8/19,1/25/19,complaint investigation ,4115111,505243,WAHH34,,FALSE,FALSE,FALSE,FALSE,FALSE,G,"isolated deficiencies that constitute actual harm that is not immediate jeopardy, that occurred on November 28, 2019",,,,,,,,
Olympia Transitional Care (Past Non G) 1 25 19.pdf,2,FALSE,2/8/19,1/25/19,complaint investigation ,4115111,505243,WAHH34,,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,
Olympia Transitional Care (Past Non G) 1 25 19.pdf,3,FALSE,2/8/19,1/25/19,complaint investigation ,4115111,505243,WAHH34,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,
"Olympia Transitional Care-incorrect (IJ, R, OSFM, SUB, CF, SP) 6 17.pdf",1,FALSE,6/6/17,5/25/17,unannounced abbreviated survey and partial extended survey ,4115111,505243,WANDDN,CONTINUED IMPOSITION OF A STOP PLACEMENT ON A LICENSE IMPOSITION OF A CIVIL FINE,FALSE,FALSE,FALSE,FALSE,FALSE,L,widespread deficiencies constituting immediate jeopardy to resident health and safety in 42 CFR 483,,,,,,,,
"Olympia Transitional Care-incorrect (IJ, R, OSFM, SUB, CF, SP) 6 17.pdf",2,FALSE,6/6/17,5/25/17,unannounced abbreviated survey and partial extended survey ,4115111,505243,WANDDN,CONTINUED IMPOSITION OF A STOP PLACEMENT ON A LICENSE IMPOSITION OF A CIVIL FINE,FALSE,TRUE,TRUE,FALSE,FALSE,E,"a pattern of deficiencies that constitute no actual harm with potential for more than minimal harm that is not immediate jeopardy, as evidenced by the CMS Form 2567L",,,,,,,,
"Olympia Transitional Care-incorrect (IJ, R, OSFM, SUB, CF, SP) 6 17.pdf",3,FALSE,6/6/17,5/25/17,unannounced abbreviated survey and partial extended survey ,4115111,505243,WANDDN,CONTINUED IMPOSITION OF A STOP PLACEMENT ON A LICENSE IMPOSITION OF A CIVIL FINE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,
"Olympia Transitional Care-incorrect (IJ, R, OSFM, SUB, CF, SP) 6 17.pdf",4,FALSE,6/6/17,5/25/17,unannounced abbreviated survey and partial extended survey ,4115111,505243,WANDDN,CONTINUED IMPOSITION OF A STOP PLACEMENT ON A LICENSE IMPOSITION OF A CIVIL FINE,FALSE,FALSE,FALSE,FALSE,FALSE,,,388-97-0320(1)(a)(b)(c)(d),388-97-0320,SUBCHAPTER I,"RESIDENT RIGHTS, CARE AND RELATED SERVICES",Resident Rights,Notification of changes.,1000,
"Olympia Transitional Care-incorrect (IJ, R, OSFM, SUB, CF, SP) 6 17.pdf",4,FALSE,6/6/17,5/25/17,unannounced abbreviated survey and partial extended survey ,4115111,505243,WANDDN,CONTINUED IMPOSITION OF A STOP PLACEMENT ON A LICENSE IMPOSITION OF A CIVIL FINE,FALSE,FALSE,FALSE,FALSE,FALSE,,,388-97-1060(1),388-97-1060,SUBCHAPTER I,"RESIDENT RIGHTS, CARE AND RELATED SERVICES",Quality of Care,Quality of care.,1000,
"Olympia Transitional Care-incorrect (IJ, R, OSFM, SUB, CF, SP) 6 17.pdf",4,FALSE,6/6/17,5/25/17,unannounced abbreviated survey and partial extended survey ,4115111,505243,WANDDN,CONTINUED IMPOSITION OF A STOP PLACEMENT ON A LICENSE IMPOSITION OF A CIVIL FINE,FALSE,FALSE,FALSE,FALSE,FALSE,,,388-97-1060(3)(g),388-97-1060,SUBCHAPTER I,"RESIDENT RIGHTS, CARE AND RELATED SERVICES",Quality of Care,Quality of care.,3000,
"Olympia Transitional Care-incorrect (IJ, R, OSFM, SUB, CF, SP) 6 17.pdf",4,FALSE,6/6/17,5/25/17,unannounced abbreviated survey and partial extended survey ,4115111,505243,WANDDN,CONTINUED IMPOSITION OF A STOP PLACEMENT ON A LICENSE IMPOSITION OF A CIVIL FINE,FALSE,FALSE,FALSE,FALSE,FALSE,,,388-97-2100,388-97-2100,SUBCHAPTER II,PHYSICAL ENVIRONMENT,General,Maintenance and repair.,3000,
"Olympia Transitional Care-incorrect (IJ, R, OSFM, SUB, CF, SP) 6 17.pdf",4,FALSE,6/6/17,5/25/17,unannounced abbreviated survey and partial extended survey ,4115111,505243,WANDDN,CONTINUED IMPOSITION OF A STOP PLACEMENT ON A LICENSE IMPOSITION OF A CIVIL FINE,FALSE,FALSE,FALSE,FALSE,FALSE,,,388-97-3220(1),388-97-3220,SUBCHAPTER II,PHYSICAL ENVIRONMENT,Safety,Safety.,3000,
"Olympia Transitional Care-incorrect (IJ, R, OSFM, SUB, CF, SP) 6 17.pdf",5,FALSE,6/6/17,5/25/17,unannounced abbreviated survey and partial extended survey ,4115111,505243,WANDDN,CONTINUED IMPOSITION OF A STOP PLACEMENT ON A LICENSE IMPOSITION OF A CIVIL FINE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,
"Olympia Transitional Care-incorrect (IJ, R, OSFM, SUB, CF, SP) 6 17.pdf",6,FALSE,6/6/17,5/25/17,unannounced abbreviated survey and partial extended survey ,4115111,505243,WANDDN,CONTINUED IMPOSITION OF A STOP PLACEMENT ON A LICENSE IMPOSITION OF A CIVIL FINE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,11000
"Olympia Transitional Care-incorrect (IJ, R, OSFM, SUB, CF, SP) 6 17.pdf",7,FALSE,6/6/17,5/25/17,unannounced abbreviated survey and partial extended survey ,4115111,505243,WANDDN,CONTINUED IMPOSITION OF A STOP PLACEMENT ON A LICENSE IMPOSITION OF A CIVIL FINE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,
"Orchard Park (G, CMP, CF) 12 15 17.pdf",1,FALSE,1/2/18,12/15/17,unannounced full standard health survey and complaint investigation ,4115311,505093,WAUYRO,IMPOSITION OF CIVIL FINES,FALSE,FALSE,TRUE,FALSE,FALSE,G,isolated deficiencies that constitute actual harm that is not immediate jeopardy,,,,,,,,
"Orchard Park (G, CMP, CF) 12 15 17.pdf",2,FALSE,1/2/18,12/15/17,unannounced full standard health survey and complaint investigation ,4115311,505093,WAUYRO,IMPOSITION OF CIVIL FINES,FALSE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,
"Orchard Park (G, CMP, CF) 12 15 17.pdf",3,FALSE,1/2/18,12/15/17,unannounced full standard health survey and complaint investigation ,4115311,505093,WAUYRO,IMPOSITION OF CIVIL FINES,FALSE,FALSE,FALSE,FALSE,TRUE,,,388-97-1060(3)(g),388-97-1060,SUBCHAPTER I,"RESIDENT RIGHTS, CARE AND RELATED SERVICES",Quality of Care,Quality of care.,1000,
"Orchard Park (G, CMP, CF) 12 15 17.pdf",4,FALSE,1/2/18,12/15/17,unannounced full standard health survey and complaint investigation ,4115311,505093,WAUYRO,IMPOSITION OF CIVIL FINES,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,1000
"Orchard Park (G, CMP, CF) 12 15 17.pdf",5,FALSE,1/2/18,12/15/17,unannounced full standard health survey and complaint investigation ,4115311,505093,WAUYRO,IMPOSITION OF CIVIL FINES,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,
"Pacific Care & Rehab (Hx D, prior D) 3 5 19.pdf",1,FALSE,3/19/19,3/5/19,complaint investigation ,4114770,505081,WAHE5U,,FALSE,TRUE,FALSE,FALSE,FALSE,D,isolated deficiencies that constitute no actual harm with potential for more than minimal harm that is not immediate jeopardy,,,,,,,,
"Pacific Care & Rehab (Hx D, prior D) 3 5 19.pdf",2,FALSE,3/19/19,3/5/19,complaint investigation ,4114770,505081,WAHE5U,,FALSE,FALSE,TRUE,TRUE,FALSE,,,,,,,,,,
"Pacific Care & Rehab (Hx D, prior D) 3 5 19.pdf",3,FALSE,3/19/19,3/5/19,complaint investigation ,4114770,505081,WAHE5U,,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,
"Pacific Care & Rehab (Hx D, prior D) 3 5 19.pdf",4,FALSE,3/19/19,3/5/19,complaint investigation ,4114770,505081,WAHE5U,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,
"Pacific Care (IJ R, SUB, CMP, CF) 8 17.pdf",1,FALSE,8/14/17,8/1/17,unannounced quality indicator survey (qis) full standard health survey ,4114770,505081,WAGP62,IMPOSITION OF CIVIL FINES,FALSE,FALSE,FALSE,FALSE,FALSE,J,isolated deficiencies constituting immediate jeopardy to resident health and safety,,,,,,,,
"Pacific Care (IJ R, SUB, CMP, CF) 8 17.pdf",2,FALSE,8/14/17,8/1/17,unannounced quality indicator survey (qis) full standard health survey ,4114770,505081,WAGP62,IMPOSITION OF CIVIL FINES,FALSE,FALSE,TRUE,FALSE,FALSE,,,,,,,,,,
"Pacific Care (IJ R, SUB, CMP, CF) 8 17.pdf",3,FALSE,8/14/17,8/1/17,unannounced quality indicator survey (qis) full standard health survey ,4114770,505081,WAGP62,IMPOSITION OF CIVIL FINES,FALSE,FALSE,FALSE,TRUE,TRUE,,,388-97-1060(1),388-97-1060,SUBCHAPTER I,"RESIDENT RIGHTS, CARE AND RELATED SERVICES",Quality of Care,Quality of care.,1000,
"Pacific Care (IJ R, SUB, CMP, CF) 8 17.pdf",3,FALSE,8/14/17,8/1/17,unannounced quality indicator survey (qis) full standard health survey ,4114770,505081,WAGP62,IMPOSITION OF CIVIL FINES,FALSE,FALSE,FALSE,TRUE,TRUE,,,388-97-1060(3)(g),388-97-1060,SUBCHAPTER I,"RESIDENT RIGHTS, CARE AND RELATED SERVICES",Quality of Care,Quality of care.,3000,
"Pacific Care (IJ R, SUB, CMP, CF) 8 17.pdf",4,FALSE,8/14/17,8/1/17,unannounced quality indicator survey (qis) full standard health survey ,4114770,505081,WAGP62,IMPOSITION OF CIVIL FINES,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,4000
"Pacific Care (IJ R, SUB, CMP, CF) 8 17.pdf",5,FALSE,8/14/17,8/1/17,unannounced quality indicator survey (qis) full standard health survey ,4114770,505081,WAGP62,IMPOSITION OF CIVIL FINES,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,
"Pacific Care and Rehab (3OOC, G prior D, prior D, CMP, CF) 4 11 19.pdf",1,FALSE,4/23/19,4/11/19,unannounced complaint investigation ,4114770,505081,WAHE5U,IMPOSITION OF CIVIL FINES,FALSE,TRUE,FALSE,FALSE,FALSE,G,isolated deficiencies that constitute actual harm that is not immediate jeopardy,,,,,,,,
"Pacific Care and Rehab (3OOC, G prior D, prior D, CMP, CF) 4 11 19.pdf",2,FALSE,4/23/19,4/11/19,unannounced complaint investigation ,4114770,505081,WAHE5U,IMPOSITION OF CIVIL FINES,FALSE,FALSE,TRUE,FALSE,FALSE,D,isolated deficiencies that constitute no actual harm with potential for more than minimal harm that is not immediate jeopardy,,,,,,,,
"Pacific Care and Rehab (3OOC, G prior D, prior D, CMP, CF) 4 11 19.pdf",3,FALSE,4/23/19,4/11/19,unannounced complaint investigation ,4114770,505081,WAHE5U,IMPOSITION OF CIVIL FINES,FALSE,FALSE,FALSE,TRUE,TRUE,,,388-97-1060(3)(h)(i),388-97-1060,SUBCHAPTER I,"RESIDENT RIGHTS, CARE AND RELATED SERVICES",Quality of Care,Quality of care.,1000,
"Pacific Care and Rehab (3OOC, G prior D, prior D, CMP, CF) 4 11 19.pdf",4,FALSE,4/23/19,4/11/19,unannounced complaint investigation ,4114770,505081,WAHE5U,IMPOSITION OF CIVIL FINES,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,1000
"Pacific Care and Rehab (3OOC, G prior D, prior D, CMP, CF) 4 11 19.pdf",5,FALSE,4/23/19,4/11/19,unannounced complaint investigation ,4114770,505081,WAHE5U,IMPOSITION OF CIVIL FINES,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,
"Pacific Care and Rehab (GG, CMP, CF) 1 22 18.pdf",1,FALSE,2/5/18,1/22/18,unannounced complaint investigation ,4114770,505081,WAF7U3,IMPOSITION OF CIVIL FINES,TRUE,FALSE,FALSE,FALSE,FALSE,G,isolated deficiencies that constitute actual harm that is not immediate jeopardy,,,,,,,,
"Pacific Care and Rehab (GG, CMP, CF) 1 22 18.pdf",2,FALSE,2/5/18,1/22/18,unannounced complaint investigation ,4114770,505081,WAF7U3,IMPOSITION OF CIVIL FINES,FALSE,FALSE,TRUE,TRUE,FALSE,,,388-97-1060(3)(b),388-97-1060,SUBCHAPTER I,"RESIDENT RIGHTS, CARE AND RELATED SERVICES",Quality of Care,Quality of care.,1000,
"Pacific Care and Rehab (GG, CMP, CF) 1 22 18.pdf",2,FALSE,2/5/18,1/22/18,unannounced complaint investigation ,4114770,505081,WAF7U3,IMPOSITION OF CIVIL FINES,FALSE,FALSE,TRUE,TRUE,FALSE,,,388-97-1060(3)(c),388-97-1060,SUBCHAPTER I,"RESIDENT RIGHTS, CARE AND RELATED SERVICES",Quality of Care,Quality of care.,1000,
"Pacific Care and Rehab (GG, CMP, CF) 1 22 18.pdf",3,FALSE,2/5/18,1/22/18,unannounced complaint investigation ,4114770,505081,WAF7U3,IMPOSITION OF CIVIL FINES,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,
"Pacific Care and Rehab (GG, CMP, CF) 1 22 18.pdf",4,FALSE,2/5/18,1/22/18,unannounced complaint investigation ,4114770,505081,WAF7U3,IMPOSITION OF CIVIL FINES,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,2000
"Pacific Care and Rehab (GG, CMP, CF) 1 22 18.pdf",5,FALSE,2/5/18,1/22/18,unannounced complaint investigation ,4114770,505081,WAF7U3,IMPOSITION OF CIVIL FINES,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,
Pacific Care and Rehabitlation (Hx F prior D) 8 13 19.pdf,1,FALSE,8/27/19,8/13/19,full standard health survey / complaint investigation ,4114770,505081,WAI9G1,,FALSE,TRUE,FALSE,FALSE,FALSE,F,widespread deficiencies that constitute no actual harm with potential for more than minimal harm that is not immediate jeopardy,,,,,,,,
Pacific Care and Rehabitlation (Hx F prior D) 8 13 19.pdf,2,FALSE,8/27/19,8/13/19,full standard health survey / complaint investigation ,4114770,505081,WAI9G1,,FALSE,FALSE,TRUE,FALSE,FALSE,,,,,,,,,,
Pacific Care and Rehabitlation (Hx F prior D) 8 13 19.pdf,3,FALSE,8/27/19,8/13/19,full standard health survey / complaint investigation ,4114770,505081,WAI9G1,,FALSE,FALSE,FALSE,TRUE,TRUE,,,,,,,,,,
Pacific Care and Rehabitlation (Hx F prior D) 8 13 19.pdf,4,FALSE,8/27/19,8/13/19,full standard health survey / complaint investigation ,4114770,505081,WAI9G1,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,
"Pacific Specialty  (GG, CMP, CF) 3 1 18.pdf",1,FALSE,3/15/18,3/1/18,complaint investigation ,4115191,505269,WAPTO9,IMPOSITION OF CIVIL FINES,TRUE,FALSE,FALSE,FALSE,FALSE,G,isolated deficiencies that constitute actual harm that is not immediate jeopardy,,,,,,,,
"Pacific Specialty  (GG, CMP, CF) 3 1 18.pdf",2,FALSE,3/15/18,3/1/18,complaint investigation ,4115191,505269,WAPTO9,IMPOSITION OF CIVIL FINES,FALSE,FALSE,TRUE,TRUE,TRUE,,,388-97-0640(1),388-97-0640,SUBCHAPTER I,"RESIDENT RIGHTS, CARE AND RELATED SERVICES",Resident Rights,Prevention of abuse.,1000,
"Pacific Specialty  (GG, CMP, CF) 3 1 18.pdf",3,FALSE,3/15/18,3/1/18,complaint investigation ,4115191,505269,WAPTO9,IMPOSITION OF CIVIL FINES,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,1000
"Pacific Specialty  (GG, CMP, CF) 3 1 18.pdf",4,FALSE,3/15/18,3/1/18,complaint investigation ,4115191,505269,WAPTO9,IMPOSITION OF CIVIL FINES,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,
"Pacific Specialy and Rehab Care (IJ, R, SUB, CMP, CF) 8 31 17.pdf",1,FALSE,9/15/17,8/31/17,unannounced quality indicator survey(qis) and  complaint investigation ,4115191,505269,WABOT0,IMPOSITION OF CIVIL FINES,FALSE,FALSE,TRUE,FALSE,FALSE,K,a pattern of deficiencies that constitute immediate jeopardy to resident health and safety in 42 CFR 483,,,,,,,,
"Pacific Specialy and Rehab Care (IJ, R, SUB, CMP, CF) 8 31 17.pdf",2,FALSE,9/15/17,8/31/17,unannounced quality indicator survey(qis) and  complaint investigation ,4115191,505269,WABOT0,IMPOSITION OF CIVIL FINES,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,
"Pacific Specialy and Rehab Care (IJ, R, SUB, CMP, CF) 8 31 17.pdf",3,FALSE,9/15/17,8/31/17,unannounced quality indicator survey(qis) and  complaint investigation ,4115191,505269,WABOT0,IMPOSITION OF CIVIL FINES,FALSE,FALSE,FALSE,TRUE,TRUE,,,388-97-0640(1),388-97-0640,SUBCHAPTER I,"RESIDENT RIGHTS, CARE AND RELATED SERVICES",Resident Rights,Prevention of abuse.,3000,
"Pacific Specialy and Rehab Care (IJ, R, SUB, CMP, CF) 8 31 17.pdf",3,FALSE,9/15/17,8/31/17,unannounced quality indicator survey(qis) and  complaint investigation ,4115191,505269,WABOT0,IMPOSITION OF CIVIL FINES,FALSE,FALSE,FALSE,TRUE,TRUE,,,388-97-0640(5)(6)(a)(b)(c),388-97-0640,SUBCHAPTER I,"RESIDENT RIGHTS, CARE AND RELATED SERVICES",Resident Rights,Prevention of abuse.,3000,
"Pacific Specialy and Rehab Care (IJ, R, SUB, CMP, CF) 8 31 17.pdf",3,FALSE,9/15/17,8/31/17,unannounced quality indicator survey(qis) and  complaint investigation ,4115191,505269,WABOT0,IMPOSITION OF CIVIL FINES,FALSE,FALSE,FALSE,TRUE,TRUE,,,388-97-0960(1),388-97-0960,SUBCHAPTER I,"RESIDENT RIGHTS, CARE AND RELATED SERVICES",Quality of Life,Social services.,1000,
"Pacific Specialy and Rehab Care (IJ, R, SUB, CMP, CF) 8 31 17.pdf",4,FALSE,9/15/17,8/31/17,unannounced quality indicator survey(qis) and  complaint investigation ,4115191,505269,WABOT0,IMPOSITION OF CIVIL FINES,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,7000
"Pacific Specialy and Rehab Care (IJ, R, SUB, CMP, CF) 8 31 17.pdf",5,FALSE,9/15/17,8/31/17,unannounced quality indicator survey(qis) and  complaint investigation ,4115191,505269,WABOT0,IMPOSITION OF CIVIL FINES,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,
"Paramount (2nd Failed post E, prior E, prior IJ) 5 17.pdf",1,FALSE,5/3/17,4/27/17,post revisit survey ,4115401,505511,WAW05P,IMPOSITION OF A CIVIL FINE,FALSE,TRUE,FALSE,FALSE,FALSE,E,"a pattern of deficiencies that constitute no actual harm with potential for more than minimal harm that is not immediate jeopardy, as evidenced by the CMS Form 2567L",,,,,,,,
"Paramount (2nd Failed post E, prior E, prior IJ) 5 17.pdf",2,FALSE,5/3/17,4/27/17,post revisit survey ,4115401,505511,WAW05P,IMPOSITION OF A CIVIL FINE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,
"Paramount (2nd Failed post E, prior E, prior IJ) 5 17.pdf",3,FALSE,5/3/17,4/27/17,post revisit survey ,4115401,505511,WAW05P,IMPOSITION OF A CIVIL FINE,FALSE,FALSE,FALSE,TRUE,FALSE,,,388-97-0320(1)(b)(c),388-97-0320,SUBCHAPTER I,"RESIDENT RIGHTS, CARE AND RELATED SERVICES",Resident Rights,Notification of changes.,1000,
"Paramount (2nd Failed post E, prior E, prior IJ) 5 17.pdf",3,FALSE,5/3/17,4/27/17,post revisit survey ,4115401,505511,WAW05P,IMPOSITION OF A CIVIL FINE,FALSE,FALSE,FALSE,TRUE,FALSE,,,388-97-1020(1)(2)(a)(b),388-97-1020,SUBCHAPTER I,"RESIDENT RIGHTS, CARE AND RELATED SERVICES",Resident Assessment and Plan of Care,Comprehensive plan of care.,1000,
"Paramount (2nd Failed post E, prior E, prior IJ) 5 17.pdf",3,FALSE,5/3/17,4/27/17,post revisit survey ,4115401,505511,WAW05P,IMPOSITION OF A CIVIL FINE,FALSE,FALSE,FALSE,TRUE,FALSE,,,388-97-1620(2)(b),388-97-1620,SUBCHAPTER I,"RESIDENT RIGHTS, CARE AND RELATED SERVICES",Administration,General administration.,1000,
"Paramount (2nd Failed post E, prior E, prior IJ) 5 17.pdf",4,FALSE,5/3/17,4/27/17,post revisit survey ,4115401,505511,WAW05P,IMPOSITION OF A CIVIL FINE,FALSE,FALSE,FALSE,FALSE,FALSE,,,388-97-1620,388-97-1620,SUBCHAPTER I,"RESIDENT RIGHTS, CARE AND RELATED SERVICES",Administration,General administration.,1000,
"Paramount (2nd Failed post E, prior E, prior IJ) 5 17.pdf",4,FALSE,5/3/17,4/27/17,post revisit survey ,4115401,505511,WAW05P,IMPOSITION OF A CIVIL FINE,FALSE,FALSE,FALSE,FALSE,FALSE,,,388-97-1915(2),388-97-1915,SUBCHAPTER I,"RESIDENT RIGHTS, CARE AND RELATED SERVICES",Preadmission Screening and Resident Review (PASRR) in Medicaid Certified Facilities.,PASRR requirements prior to admission of new residents.,1000,
"Paramount (2nd Failed post E, prior E, prior IJ) 5 17.pdf",4,FALSE,5/3/17,4/27/17,post revisit survey ,4115401,505511,WAW05P,IMPOSITION OF A CIVIL FINE,FALSE,FALSE,FALSE,FALSE,FALSE,,,388-97-1060(1),388-97-1060,SUBCHAPTER I,"RESIDENT RIGHTS, CARE AND RELATED SERVICES",Quality of Care,Quality of care.,1000,
"Paramount (2nd Failed post E, prior E, prior IJ) 5 17.pdf",4,FALSE,5/3/17,4/27/17,post revisit survey ,4115401,505511,WAW05P,IMPOSITION OF A CIVIL FINE,FALSE,FALSE,FALSE,FALSE,FALSE,,,388-97-1060(2)(c),388-97-1060,SUBCHAPTER I,"RESIDENT RIGHTS, CARE AND RELATED SERVICES",Quality of Care,Quality of care.,1000,
"Paramount (2nd Failed post E, prior E, prior IJ) 5 17.pdf",4,FALSE,5/3/17,4/27/17,post revisit survey ,4115401,505511,WAW05P,IMPOSITION OF A CIVIL FINE,FALSE,FALSE,FALSE,FALSE,FALSE,,,388-97-1060(3)(k)(i),388-97-1060,SUBCHAPTER I,"RESIDENT RIGHTS, CARE AND RELATED SERVICES",Quality of Care,Quality of care.,1000,
"Paramount (2nd Failed post E, prior E, prior IJ) 5 17.pdf",5,FALSE,5/3/17,4/27/17,post revisit survey ,4115401,505511,WAW05P,IMPOSITION OF A CIVIL FINE,FALSE,FALSE,FALSE,FALSE,TRUE,,,388-97-1060(3)(k),388-97-1060,SUBCHAPTER I,"RESIDENT RIGHTS, CARE AND RELATED SERVICES",Quality of Care,Quality of care.,1000,
"Paramount (2nd Failed post E, prior E, prior IJ) 5 17.pdf",5,FALSE,5/3/17,4/27/17,post revisit survey ,4115401,505511,WAW05P,IMPOSITION OF A CIVIL FINE,FALSE,FALSE,FALSE,FALSE,TRUE,,,388-97-1060(2)(c)(3)(j),388-97-1060,SUBCHAPTER I,"RESIDENT RIGHTS, CARE AND RELATED SERVICES",Quality of Care,Quality of care.,1000,
"Paramount (2nd Failed post E, prior E, prior IJ) 5 17.pdf",6,FALSE,5/3/17,4/27/17,post revisit survey ,4115401,505511,WAW05P,IMPOSITION OF A CIVIL FINE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,10000
"Paramount (2nd Failed post E, prior E, prior IJ) 5 17.pdf",7,FALSE,5/3/17,4/27/17,post revisit survey ,4115401,505511,WAW05P,IMPOSITION OF A CIVIL FINE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,
Paramount (BIC - Lift Cond) 5 30 18.pdf,1,FALSE,6/1/18,5/30/18,post survey revisit ,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,
Paramount (BIC - Lift Cond) 5 30 18.pdf,2,FALSE,6/1/18,5/30/18,post survey revisit ,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,
"Paramount (BIC - Lift Cond, SP) 5 17.pdf",1,FALSE,5/5/17,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,
"Paramount (BIC - Lift Cond, SP) 5 17.pdf",2,FALSE,5/5/17,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,
"Paramount (Failed post E, prior IJ) 3 17.pdf",1,FALSE,3/31/17,3/16/17,post revisit survey ,4115401,505511,WAW05P,,FALSE,TRUE,FALSE,FALSE,FALSE,E,"a pattern of deficiencies that constitute no actual harm with potential for more than minimal harm that is not immediate jeopardy, as evidenced by the CMS Form 2567L",,,,,,,,
"Paramount (Failed post E, prior IJ) 3 17.pdf",2,FALSE,3/31/17,3/16/17,post revisit survey ,4115401,505511,WAW05P,,FALSE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,
"Paramount (Failed post E, prior IJ) 3 17.pdf",3,FALSE,3/31/17,3/16/17,post revisit survey ,4115401,505511,WAW05P,,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,
"Paramount (Failed post E, prior IJ) 3 17.pdf",4,FALSE,3/31/17,3/16/17,post revisit survey ,4115401,505511,WAW05P,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,
"Paramount (FP, Prior IJ, N, SP, Hx prior GG) 11 8 19.pdf",1,FALSE,11/18/19,11/8/19,failed post revisit ,4115401,505511,WAPBGU,CONTINUED STOP PLACEMENT ON A LICENSE CONTINUED CONDITIONS ON A LICENSE,FALSE,FALSE,FALSE,FALSE,FALSE,L,"Widespread deficiencies constituting immediate jeopardy to resident health and safety, in 42 CFR 483",,,,,,,,
