pdf_name,manual_cms_number,facility_name,letter_dt,survey_dt,survey_type,wac_short,wac_long,section,cmp_item,cmp_agg,finding_code,action,fed_enforcement,nc_hist,epoc,state_rem,appeal_rights
"Regency at the Park (Hx G, CF, CMP, prior E) 11 7 19.pdf",505075,REGENCY AT THE PARK,2019-11-20,2019-11-07,unannounced complaint investigation ,388-97-1060,388-97-1060(1),Quality of Care,1500.0,,,IMPOSITION OF CIVIL FINES,False,False,False,False,True
"Regency at the Park (Hx G, CF, CMP, prior E) 11 7 19.pdf",505075,REGENCY AT THE PARK,2019-11-20,2019-11-07,unannounced complaint investigation ,388-97-1060,388-97-1060(3)(g),Quality of Care,1500.0,,,IMPOSITION OF CIVIL FINES,False,False,False,False,True
"Regency at the Park (Hx G, CF, CMP, prior E) 11 7 19.pdf",505075,REGENCY AT THE PARK,2019-11-20,2019-11-07,unannounced complaint investigation ,,,,,3000.0,,IMPOSITION OF CIVIL FINES,False,False,False,False,False
"Regency at the Park (Hx G, CF, CMP, prior E) 11 7 19.pdf",505075,REGENCY AT THE PARK,2019-11-20,2019-11-07,unannounced complaint investigation ,,,,,,,IMPOSITION OF CIVIL FINES,False,False,False,False,False
"Regency at the Park (Hx G, prior F prior D, CF) 1 11 19.pdf",505075,REGENCY AT THE PARK,2019-01-25,2019-01-11,unannounced complaint investigation ,,,,,,G,IMPOSITION OF CIVIL FINES,False,True,False,False,False
"Regency at the Park (Hx G, prior F prior D, CF) 1 11 19.pdf",505075,REGENCY AT THE PARK,2019-01-25,2019-01-11,unannounced complaint investigation ,,,,,,D,IMPOSITION OF CIVIL FINES,False,False,True,False,False
"Regency at the Park (Hx G, prior F prior D, CF) 1 11 19.pdf",505075,REGENCY AT THE PARK,2019-01-25,2019-01-11,unannounced complaint investigation ,388-97-0640,388-97-0640(1),Resident Rights,1000.0,,,IMPOSITION OF CIVIL FINES,False,False,False,True,True
"Regency at the Park (Hx G, prior F prior D, CF) 1 11 19.pdf",505075,REGENCY AT THE PARK,2019-01-25,2019-01-11,unannounced complaint investigation ,,,,,1000.0,,IMPOSITION OF CIVIL FINES,False,False,False,False,False
"Regency at the Park (Hx G, prior F prior D, CF) 1 11 19.pdf",505075,REGENCY AT THE PARK,2019-01-25,2019-01-11,unannounced complaint investigation ,,,,,,,IMPOSITION OF CIVIL FINES,False,False,False,False,False
Regency Canyon Lakes Rehab & Nursing (Hx D prior D) 7 30 18.pdf,505372,REGENCY CANYON LAKES REHAB AND NURSING CENTER,2018-07-30,2018-07-19,complaint investigation ,,,,,,D,,False,True,False,False,False
Regency Canyon Lakes Rehab & Nursing (Hx D prior D) 7 30 18.pdf,505372,REGENCY CANYON LAKES REHAB AND NURSING CENTER,2018-07-30,2018-07-19,complaint investigation ,,,,,,,,False,False,True,True,False
Regency Canyon Lakes Rehab & Nursing (Hx D prior D) 7 30 18.pdf,505372,REGENCY CANYON LAKES REHAB AND NURSING CENTER,2018-07-30,2018-07-19,complaint investigation ,,,,,,,,False,False,False,False,True
Regency Canyon Lakes Rehab & Nursing (Hx D prior D) 7 30 18.pdf,505372,REGENCY CANYON LAKES REHAB AND NURSING CENTER,2018-07-30,2018-07-19,complaint investigation ,,,,,,,,False,False,False,False,False
"Regency Canyon Lakes Rehab and Nursing Center (Hx D prior G, CMP) 12 17 18.pdf",505372,REGENCY CANYON LAKES REHAB AND NURSING CENTER,2018-12-28,2018-12-17,unannounced complaint investigation ,,,,,,D,,False,True,False,False,False
"Regency Canyon Lakes Rehab and Nursing Center (Hx D prior G, CMP) 12 17 18.pdf",505372,REGENCY CANYON LAKES REHAB AND NURSING CENTER,2018-12-28,2018-12-17,unannounced complaint investigation ,,,,,,,,False,False,True,True,True
"Regency Canyon Lakes Rehab and Nursing Center (Hx D prior G, CMP) 12 17 18.pdf",505372,REGENCY CANYON LAKES REHAB AND NURSING CENTER,2018-12-28,2018-12-17,unannounced complaint investigation ,,,,,,,,False,False,False,False,False
"Regency Care at Monroe (Failed Post, prior G) 11 19 18.pdf",505350,REGENCY CARE CENTER AT MONROE,2018-12-04,2018-11-19,failed post revisit survey ,,,,,,D,IMPOSITION OF CIVIL FINES,False,True,False,False,False
"Regency Care at Monroe (Failed Post, prior G) 11 19 18.pdf",505350,REGENCY CARE CENTER AT MONROE,2018-12-04,2018-11-19,failed post revisit survey ,,,,,,,IMPOSITION OF CIVIL FINES,False,False,True,False,False
"Regency Care at Monroe (Failed Post, prior G) 11 19 18.pdf",505350,REGENCY CARE CENTER AT MONROE,2018-12-04,2018-11-19,failed post revisit survey ,388-97-1080,388-97-1080(3),Nursing Services,500.0,,,IMPOSITION OF CIVIL FINES,False,False,False,True,True
"Regency Care at Monroe (Failed Post, prior G) 11 19 18.pdf",505350,REGENCY CARE CENTER AT MONROE,2018-12-04,2018-11-19,failed post revisit survey ,388-97-1060,388-97-1060(3)(h),Quality of Care,500.0,,,IMPOSITION OF CIVIL FINES,False,False,False,True,True
"Regency Care at Monroe (Failed Post, prior G) 11 19 18.pdf",505350,REGENCY CARE CENTER AT MONROE,2018-12-04,2018-11-19,failed post revisit survey ,,,,,1000.0,,IMPOSITION OF CIVIL FINES,False,False,False,False,False
"Regency Care at Monroe (Failed Post, prior G) 11 19 18.pdf",505350,REGENCY CARE CENTER AT MONROE,2018-12-04,2018-11-19,failed post revisit survey ,,,,,,,IMPOSITION OF CIVIL FINES,False,False,False,False,False
"Regency Everett (GG, CMP, CF) 6 17.pdf",505362,VIEW RIDGE CARE CENTER,2017-06-07,2017-05-24,unannounced complaint investigation ,,,,,,G,IMPOSITION OF CIVIL FINES,True,False,False,False,False
"Regency Everett (GG, CMP, CF) 6 17.pdf",505362,VIEW RIDGE CARE CENTER,2017-06-07,2017-05-24,unannounced complaint investigation ,388-97-1060,388-97-1060(3)(g),Quality of Care,1000.0,,,IMPOSITION OF CIVIL FINES,False,False,True,True,True
"Regency Everett (GG, CMP, CF) 6 17.pdf",505362,VIEW RIDGE CARE CENTER,2017-06-07,2017-05-24,unannounced complaint investigation ,,,,,1000.0,,IMPOSITION OF CIVIL FINES,False,False,False,False,False
"Regency Everett (GG, CMP, CF) 6 17.pdf",505362,VIEW RIDGE CARE CENTER,2017-06-07,2017-05-24,unannounced complaint investigation ,,,,,,,IMPOSITION OF CIVIL FINES,False,False,False,False,False
Regency Harmony House (Hx D prior D) 4 17.pdf,505430,REGENCY HARMONY HOUSE REHAB & NURSING,2017-04-28,2017-04-14,full standard health survey ,,,,,,D,,False,True,False,False,False
Regency Harmony House (Hx D prior D) 4 17.pdf,505430,REGENCY HARMONY HOUSE REHAB & NURSING,2017-04-28,2017-04-14,full standard health survey ,,,,,,,,False,False,True,True,False
Regency Harmony House (Hx D prior D) 4 17.pdf,505430,REGENCY HARMONY HOUSE REHAB & NURSING,2017-04-28,2017-04-14,full standard health survey ,,,,,,,,False,False,False,False,True
Regency Harmony House (Hx D prior D) 4 17.pdf,505430,REGENCY HARMONY HOUSE REHAB & NURSING,2017-04-28,2017-04-14,full standard health survey ,,,,,,,,False,False,False,False,False
"Regency North Bend (BIC, Lift SP) 12 15 17.pdf",505339,REGENCY NORTH BEND REHAB & NURSING CENTER,2017-12-21,,,,,,,,,,False,False,False,False,False
"Regency North Bend (Direct Care hours, CF) 1 8 18.pdf",505339,REGENCY NORTH BEND REHAB & NURSING CENTER,2018-01-22,2018-01-08,complaint investigation ,,,,,,,,False,False,False,False,False
"Regency North Bend (Direct Care hours, CF) 1 8 18.pdf",505339,REGENCY NORTH BEND REHAB & NURSING CENTER,2018-01-22,2018-01-08,complaint investigation ,388-97-1090,388-97-1090(1),Nursing Services,15800.4,,,,False,False,False,True,True
"Regency North Bend (Direct Care hours, CF) 1 8 18.pdf",505339,REGENCY NORTH BEND REHAB & NURSING CENTER,2018-01-22,2018-01-08,complaint investigation ,,,,,15800.4,,,False,False,False,False,False
"Regency North Bend (G, CMP, CF) 10 17 19.pdf",505339,REGENCY NORTH BEND REHAB & NURSING CENTER,2019-10-28,2019-10-17,full standard health survey and complaint investigation ,,,,,,G,IMPOSITION OF A CIVIL FINE,False,False,True,False,False
"Regency North Bend (G, CMP, CF) 10 17 19.pdf",505339,REGENCY NORTH BEND REHAB & NURSING CENTER,2019-10-28,2019-10-17,full standard health survey and complaint investigation ,,,,,,,IMPOSITION OF A CIVIL FINE,False,False,False,True,False
"Regency North Bend (G, CMP, CF) 10 17 19.pdf",505339,REGENCY NORTH BEND REHAB & NURSING CENTER,2019-10-28,2019-10-17,full standard health survey and complaint investigation ,388-97-1060,388-97-1060(1),Quality of Care,1000.0,,,IMPOSITION OF A CIVIL FINE,False,False,False,False,True
"Regency North Bend (G, CMP, CF) 10 17 19.pdf",505339,REGENCY NORTH BEND REHAB & NURSING CENTER,2019-10-28,2019-10-17,full standard health survey and complaint investigation ,,,,,1000.0,,IMPOSITION OF A CIVIL FINE,False,False,False,False,False
"Regency North Bend (G, CMP, CF) 10 17 19.pdf",505339,REGENCY NORTH BEND REHAB & NURSING CENTER,2019-10-28,2019-10-17,full standard health survey and complaint investigation ,,,,,,,IMPOSITION OF A CIVIL FINE,False,False,False,False,False
"Regency North Bend (GG, CMP, CF) 4 17.pdf",505339,REGENCY NORTH BEND REHAB & NURSING CENTER,2017-04-14,2017-04-06,complaint investigation ,,,,,,G,IMPOSITION OF CIVIL FINES,True,False,False,False,False
"Regency North Bend (GG, CMP, CF) 4 17.pdf",505339,REGENCY NORTH BEND REHAB & NURSING CENTER,2017-04-14,2017-04-06,complaint investigation ,388-97-0960,388-97-0960(1),Quality of Life,2000.0,,,IMPOSITION OF CIVIL FINES,False,False,True,True,False
"Regency North Bend (GG, CMP, CF) 4 17.pdf",505339,REGENCY NORTH BEND REHAB & NURSING CENTER,2017-04-14,2017-04-06,complaint investigation ,388-97-1060,388-97-1060(1),Quality of Care,2000.0,,,IMPOSITION OF CIVIL FINES,False,False,True,True,False
"Regency North Bend (GG, CMP, CF) 4 17.pdf",505339,REGENCY NORTH BEND REHAB & NURSING CENTER,2017-04-14,2017-04-06,complaint investigation ,,,,,,,IMPOSITION OF CIVIL FINES,False,False,False,False,True
"Regency North Bend (GG, CMP, CF) 4 17.pdf",505339,REGENCY NORTH BEND REHAB & NURSING CENTER,2017-04-14,2017-04-06,complaint investigation ,,,,,4000.0,,IMPOSITION OF CIVIL FINES,False,False,False,False,False
"Regency North Bend (GG, CMP, CF) 4 17.pdf",505339,REGENCY NORTH BEND REHAB & NURSING CENTER,2017-04-14,2017-04-06,complaint investigation ,,,,,,,IMPOSITION OF CIVIL FINES,False,False,False,False,False
"Regency North Bend (GG, SUB, CMP, CF, SP) 10 12 17.pdf",505339,REGENCY NORTH BEND REHAB & NURSING CENTER,2017-10-26,2017-10-12,full standard health survey and complaint investigation ,,,,,,H,IMPOSITION OF CIVIL FINES IMPOSITION OF STOP PLACEMENT ON A LICENSE,True,False,False,False,False
"Regency North Bend (GG, SUB, CMP, CF, SP) 10 12 17.pdf",505339,REGENCY NORTH BEND REHAB & NURSING CENTER,2017-10-26,2017-10-12,full standard health survey and complaint investigation ,,,,,,,IMPOSITION OF CIVIL FINES IMPOSITION OF STOP PLACEMENT ON A LICENSE,False,False,True,False,False
"Regency North Bend (GG, SUB, CMP, CF, SP) 10 12 17.pdf",505339,REGENCY NORTH BEND REHAB & NURSING CENTER,2017-10-26,2017-10-12,full standard health survey and complaint investigation ,,,,,,,IMPOSITION OF CIVIL FINES IMPOSITION OF STOP PLACEMENT ON A LICENSE,False,False,False,True,False
"Regency North Bend (GG, SUB, CMP, CF, SP) 10 12 17.pdf",505339,REGENCY NORTH BEND REHAB & NURSING CENTER,2017-10-26,2017-10-12,full standard health survey and complaint investigation ,388-97-0640,388-97-0640(1),Resident Rights,2000.0,,,IMPOSITION OF CIVIL FINES IMPOSITION OF STOP PLACEMENT ON A LICENSE,False,False,False,False,True
"Regency North Bend (GG, SUB, CMP, CF, SP) 10 12 17.pdf",505339,REGENCY NORTH BEND REHAB & NURSING CENTER,2017-10-26,2017-10-12,full standard health survey and complaint investigation ,388-97-0640,388-97-0640(2)(a)(b),Resident Rights,2000.0,,,IMPOSITION OF CIVIL FINES IMPOSITION OF STOP PLACEMENT ON A LICENSE,False,False,False,False,True
"Regency North Bend (GG, SUB, CMP, CF, SP) 10 12 17.pdf",505339,REGENCY NORTH BEND REHAB & NURSING CENTER,2017-10-26,2017-10-12,full standard health survey and complaint investigation ,388-97-1060,388-97-1060(1),Quality of Care,2000.0,,,IMPOSITION OF CIVIL FINES IMPOSITION OF STOP PLACEMENT ON A LICENSE,False,False,False,False,True
"Regency North Bend (GG, SUB, CMP, CF, SP) 10 12 17.pdf",505339,REGENCY NORTH BEND REHAB & NURSING CENTER,2017-10-26,2017-10-12,full standard health survey and complaint investigation ,388-97-1620,388-97-1620(1),Administration,2000.0,,,IMPOSITION OF CIVIL FINES IMPOSITION OF STOP PLACEMENT ON A LICENSE,False,False,False,False,True
"Regency North Bend (GG, SUB, CMP, CF, SP) 10 12 17.pdf",505339,REGENCY NORTH BEND REHAB & NURSING CENTER,2017-10-26,2017-10-12,full standard health survey and complaint investigation ,,,,,8000.0,,IMPOSITION OF CIVIL FINES IMPOSITION OF STOP PLACEMENT ON A LICENSE,False,False,False,False,False
"Regency North Bend (GG, SUB, CMP, CF, SP) 10 12 17.pdf",505339,REGENCY NORTH BEND REHAB & NURSING CENTER,2017-10-26,2017-10-12,full standard health survey and complaint investigation ,,,,,,,IMPOSITION OF CIVIL FINES IMPOSITION OF STOP PLACEMENT ON A LICENSE,False,False,False,False,False
Regency North Bend (Hx D prior WAC) 1 25 18.pdf,505339,REGENCY NORTH BEND REHAB & NURSING CENTER,2018-02-06,2018-01-25,unannounced abbreviated survey ,,,,,,D,,False,True,False,False,False
Regency North Bend (Hx D prior WAC) 1 25 18.pdf,505339,REGENCY NORTH BEND REHAB & NURSING CENTER,2018-02-06,2018-01-25,unannounced abbreviated survey ,,,,,,,,False,False,True,True,True
Regency North Bend (Hx D prior WAC) 1 25 18.pdf,505339,REGENCY NORTH BEND REHAB & NURSING CENTER,2018-02-06,2018-01-25,unannounced abbreviated survey ,,,,,,,,False,False,False,False,False
"Regency North Bend (Hx D, prior D prior WAC) 2 1 18.pdf",505339,REGENCY NORTH BEND REHAB & NURSING CENTER,2018-02-12,2018-02-01,unannounced abbreviated survey ,,,,,,D,,False,True,False,False,False
"Regency North Bend (Hx D, prior D prior WAC) 2 1 18.pdf",505339,REGENCY NORTH BEND REHAB & NURSING CENTER,2018-02-12,2018-02-01,unannounced abbreviated survey ,,,,,,,,False,False,True,False,False
"Regency North Bend (Hx D, prior D prior WAC) 2 1 18.pdf",505339,REGENCY NORTH BEND REHAB & NURSING CENTER,2018-02-12,2018-02-01,unannounced abbreviated survey ,,,,,,,,False,False,False,True,True
"Regency North Bend (Hx D, prior D prior WAC) 2 1 18.pdf",505339,REGENCY NORTH BEND REHAB & NURSING CENTER,2018-02-12,2018-02-01,unannounced abbreviated survey ,,,,,,,,False,False,False,False,False
Regency North Bend Direct care hrs WAC with CF.pdf,505339,REGENCY NORTH BEND REHAB & NURSING CENTER,2017-08-10,2017-07-28,complaint investigation ,,,,,,,,False,False,True,False,False
Regency North Bend Direct care hrs WAC with CF.pdf,505339,REGENCY NORTH BEND REHAB & NURSING CENTER,2017-08-10,2017-07-28,complaint investigation ,388-97-1090,388-97-1090(1),Nursing Services,9166.88,,,,False,False,False,True,True
Regency North Bend Direct care hrs WAC with CF.pdf,505339,REGENCY NORTH BEND REHAB & NURSING CENTER,2017-08-10,2017-07-28,complaint investigation ,,,,,9166.88,,,False,False,False,False,False
Regency North Bend Direct care hrs WAC with CF.pdf,505339,REGENCY NORTH BEND REHAB & NURSING CENTER,2017-08-10,2017-07-28,complaint investigation ,,,,,,,,False,False,False,False,False
Regency North Bend HRD quarterly fining 5 17.pdf,505339,REGENCY NORTH BEND REHAB & NURSING CENTER,2017-05-22,2017-03-13,complaint investigation ,388-97-1090,388-97-1090(1),Nursing Services,37371.36,,,,False,False,False,True,False
Regency North Bend HRD quarterly fining 5 17.pdf,505339,REGENCY NORTH BEND REHAB & NURSING CENTER,2017-05-22,2017-03-13,complaint investigation ,,,,,,,,False,False,False,False,True
Regency North Bend HRD quarterly fining 5 17.pdf,505339,REGENCY NORTH BEND REHAB & NURSING CENTER,2017-05-22,2017-03-13,complaint investigation ,,,,,37371.36,,,False,False,False,False,False
Regency North Bend HRD quarterly fining 5 17.pdf,505339,REGENCY NORTH BEND REHAB & NURSING CENTER,2017-05-22,2017-03-13,complaint investigation ,,,,,,,,False,False,False,False,False
"Regency Olympia (G, CMP, CF) 12 10 18.pdf",505515,REGENCY OLYMPIA REHABILITATION AND NURSING CENTER,2018-12-24,2018-12-10,full standard health survey and complaint investigation ,,,,,,G,,False,False,True,False,False
"Regency Olympia (G, CMP, CF) 12 10 18.pdf",505515,REGENCY OLYMPIA REHABILITATION AND NURSING CENTER,2018-12-24,2018-12-10,full standard health survey and complaint investigation ,,,,,,,,False,False,False,True,False
"Regency Olympia (G, CMP, CF) 12 10 18.pdf",505515,REGENCY OLYMPIA REHABILITATION AND NURSING CENTER,2018-12-24,2018-12-10,full standard health survey and complaint investigation ,388-97-0180,388-97-0180(2),Resident Rights,500.0,,,,False,False,False,False,True
"Regency Olympia (G, CMP, CF) 12 10 18.pdf",505515,REGENCY OLYMPIA REHABILITATION AND NURSING CENTER,2018-12-24,2018-12-10,full standard health survey and complaint investigation ,,,,,500.0,,,False,False,False,False,False
"Regency Olympia (G, CMP, CF) 12 10 18.pdf",505515,REGENCY OLYMPIA REHABILITATION AND NURSING CENTER,2018-12-24,2018-12-10,full standard health survey and complaint investigation ,,,,,,,,False,False,False,False,False
"Regency Omak (G, CMP, CF) 1 10 19.pdf",505303,REGENCY OMAK,2019-01-25,2019-01-10,full standard health survey and complaint investigation ,,,,,,G,,False,False,True,False,False
"Regency Omak (G, CMP, CF) 1 10 19.pdf",505303,REGENCY OMAK,2019-01-25,2019-01-10,full standard health survey and complaint investigation ,,,,,,,,False,False,False,True,False
"Regency Omak (G, CMP, CF) 1 10 19.pdf",505303,REGENCY OMAK,2019-01-25,2019-01-10,full standard health survey and complaint investigation ,388-97-1060,388-97-1060(3)(b),Quality of Care,1000.0,,,,False,False,False,False,True
"Regency Omak (G, CMP, CF) 1 10 19.pdf",505303,REGENCY OMAK,2019-01-25,2019-01-10,full standard health survey and complaint investigation ,,,,,1000.0,,,False,False,False,False,False
"Regency Omak (G, CMP, CF) 1 10 19.pdf",505303,REGENCY OMAK,2019-01-25,2019-01-10,full standard health survey and complaint investigation ,,,,,,,,False,False,False,False,False
"Regency Omak (G, CMP, CF) 4 17.pdf",505303,REGENCY OMAK,2017-04-07,2017-03-24,full standard health survey and complaint investigation ,,,,,,G,IMPOSITION OF A CIVIL FINE,False,False,False,False,False
"Regency Omak (G, CMP, CF) 4 17.pdf",505303,REGENCY OMAK,2017-04-07,2017-03-24,full standard health survey and complaint investigation ,,,,,,,IMPOSITION OF A CIVIL FINE,False,False,False,False,False
"Regency Omak (G, CMP, CF) 4 17.pdf",505303,REGENCY OMAK,2017-04-07,2017-03-24,full standard health survey and complaint investigation ,388-97-1060,388-97-1060(1),Quality of Care,1000.0,,,IMPOSITION OF A CIVIL FINE,False,False,False,True,True
"Regency Omak (G, CMP, CF) 4 17.pdf",505303,REGENCY OMAK,2017-04-07,2017-03-24,full standard health survey and complaint investigation ,388-97-1060,388-97-1060(3)(b),Quality of Care,1000.0,,,IMPOSITION OF A CIVIL FINE,False,False,False,True,True
"Regency Omak (G, CMP, CF) 4 17.pdf",505303,REGENCY OMAK,2017-04-07,2017-03-24,full standard health survey and complaint investigation ,,,,,2000.0,,IMPOSITION OF A CIVIL FINE,False,False,False,False,False
Regency Omak (Hx E prior D) 2 16 18.pdf,505303,REGENCY OMAK,2018-03-02,2018-02-16,unannounced long-term survey and complaint investigation ,,,,,,E,,False,True,False,False,False
Regency Omak (Hx E prior D) 2 16 18.pdf,505303,REGENCY OMAK,2018-03-02,2018-02-16,unannounced long-term survey and complaint investigation ,,,,,,,,False,False,True,True,False
Regency Omak (Hx E prior D) 2 16 18.pdf,505303,REGENCY OMAK,2018-03-02,2018-02-16,unannounced long-term survey and complaint investigation ,,,,,,,,False,False,False,False,True
Regency Omak (Hx E prior D) 2 16 18.pdf,505303,REGENCY OMAK,2018-03-02,2018-02-16,unannounced long-term survey and complaint investigation ,,,,,,,,False,False,False,False,False
"Renton Health and Rehab (F, Directed POC) 8 21 19.pdf",505280,RENTON NURSING AND REHABILITATION CENTER,2019-09-05,2019-08-21,complaint investigation ,,,,,,F,IMPOSITION OF A DIRECTED PLAN OF CORRECTION,False,False,True,False,False
"Renton Health and Rehab (F, Directed POC) 8 21 19.pdf",505280,RENTON NURSING AND REHABILITATION CENTER,2019-09-05,2019-08-21,complaint investigation ,,,,,,,IMPOSITION OF A DIRECTED PLAN OF CORRECTION,False,False,False,True,False
"Renton Health and Rehab (F, Directed POC) 8 21 19.pdf",505280,RENTON NURSING AND REHABILITATION CENTER,2019-09-05,2019-08-21,complaint investigation ,,,,,,,IMPOSITION OF A DIRECTED PLAN OF CORRECTION,False,False,False,False,True
"Renton Health and Rehab (F, Directed POC) 8 21 19.pdf",505280,RENTON NURSING AND REHABILITATION CENTER,2019-09-05,2019-08-21,complaint investigation ,,,,,,,IMPOSITION OF A DIRECTED PLAN OF CORRECTION,False,False,False,False,False
"Renton Nursing and Rehab (3OOC, F prior G prior G) 1 15 20.pdf",505280,RENTON NURSING AND REHABILITATION CENTER,2020-01-31,2020-01-16,unannounced complaint investigation ,,,,,,F,IMPOSITION OF CONDITIONS ON A LICENSE,False,True,False,False,False
"Renton Nursing and Rehab (3OOC, F prior G prior G) 1 15 20.pdf",505280,RENTON NURSING AND REHABILITATION CENTER,2020-01-31,2020-01-16,unannounced complaint investigation ,,,,,,,IMPOSITION OF CONDITIONS ON A LICENSE,False,False,True,False,False
"Renton Nursing and Rehab (3OOC, F prior G prior G) 1 15 20.pdf",505280,RENTON NURSING AND REHABILITATION CENTER,2020-01-31,2020-01-16,unannounced complaint investigation ,,,,,,,IMPOSITION OF CONDITIONS ON A LICENSE,False,False,False,True,False
"Renton Nursing and Rehab (3OOC, F prior G prior G) 1 15 20.pdf",505280,RENTON NURSING AND REHABILITATION CENTER,2020-01-31,2020-01-16,unannounced complaint investigation ,,,,,,,IMPOSITION OF CONDITIONS ON A LICENSE,False,False,False,False,True
"Renton Nursing and Rehab (3OOC, F prior G prior G) 1 15 20.pdf",505280,RENTON NURSING AND REHABILITATION CENTER,2020-01-31,2020-01-16,unannounced complaint investigation ,,,,,,,IMPOSITION OF CONDITIONS ON A LICENSE,False,False,False,False,False
"Renton Nursing and Rehab (G, CMP, CF) 11 18 19.pdf",505280,RENTON NURSING AND REHABILITATION CENTER,2019-12-02,2019-11-18,unannounced complaint investigation ,,,,,,G,IMPOSITION OF A CIVIL FINE,False,False,True,False,False
"Renton Nursing and Rehab (G, CMP, CF) 11 18 19.pdf",505280,RENTON NURSING AND REHABILITATION CENTER,2019-12-02,2019-11-18,unannounced complaint investigation ,388-97-1060,388-97-1060(1),Quality of Care,1000.0,,,IMPOSITION OF A CIVIL FINE,False,False,False,True,False
"Renton Nursing and Rehab (G, CMP, CF) 11 18 19.pdf",505280,RENTON NURSING AND REHABILITATION CENTER,2019-12-02,2019-11-18,unannounced complaint investigation ,,,,,,,IMPOSITION OF A CIVIL FINE,False,False,False,False,True
"Renton Nursing and Rehab (G, CMP, CF) 11 18 19.pdf",505280,RENTON NURSING AND REHABILITATION CENTER,2019-12-02,2019-11-18,unannounced complaint investigation ,,,,,1000.0,,IMPOSITION OF A CIVIL FINE,False,False,False,False,False
"Renton Nursing and Rehab (G, CMP, CF) 11 18 19.pdf",505280,RENTON NURSING AND REHABILITATION CENTER,2019-12-02,2019-11-18,unannounced complaint investigation ,,,,,,,IMPOSITION OF A CIVIL FINE,False,False,False,False,False
"Renton Nursing and Rehab (Hx D, prior E) 6 29 18.pdf",505280,RENTON NURSING AND REHABILITATION CENTER,2018-07-10,2018-06-29,unannounced complaint investigation ,,,,,,D,,False,True,False,False,False
"Renton Nursing and Rehab (Hx D, prior E) 6 29 18.pdf",505280,RENTON NURSING AND REHABILITATION CENTER,2018-07-10,2018-06-29,unannounced complaint investigation ,,,,,,,,False,False,True,True,True
"Renton Nursing and Rehab (Hx D, prior E) 6 29 18.pdf",505280,RENTON NURSING AND REHABILITATION CENTER,2018-07-10,2018-06-29,unannounced complaint investigation ,,,,,,,,False,False,False,False,False
Renton Nursing and Rehab (Hx E prior D) 1 17 18.pdf,505280,RENTON NURSING AND REHABILITATION CENTER,2018-01-31,2018-01-17,long term care survey and complaint investigation ,,,,,,E,,False,True,False,False,False
Renton Nursing and Rehab (Hx E prior D) 1 17 18.pdf,505280,RENTON NURSING AND REHABILITATION CENTER,2018-01-31,2018-01-17,long term care survey and complaint investigation ,,,,,,,,False,False,True,False,False
Renton Nursing and Rehab (Hx E prior D) 1 17 18.pdf,505280,RENTON NURSING AND REHABILITATION CENTER,2018-01-31,2018-01-17,long term care survey and complaint investigation ,,,,,,,,False,False,False,True,True
Renton Nursing and Rehab (Hx E prior D) 1 17 18.pdf,505280,RENTON NURSING AND REHABILITATION CENTER,2018-01-31,2018-01-17,long term care survey and complaint investigation ,,,,,,,,False,False,False,False,False
Renton Nursing and Rehab (Hx G prior G) 12 03 19.pdf,505280,RENTON NURSING AND REHABILITATION CENTER,2019-12-16,2019-12-03,unannounced complaint investigation ,,,,,,G,IMPOSITION OF CIVIL FINES,False,True,False,False,False
Renton Nursing and Rehab (Hx G prior G) 12 03 19.pdf,505280,RENTON NURSING AND REHABILITATION CENTER,2019-12-16,2019-12-03,unannounced complaint investigation ,,,,,,,IMPOSITION OF CIVIL FINES,False,False,True,True,False
Renton Nursing and Rehab (Hx G prior G) 12 03 19.pdf,505280,RENTON NURSING AND REHABILITATION CENTER,2019-12-16,2019-12-03,unannounced complaint investigation ,388-97-0640,388-97-0640(1),Resident Rights,1000.0,,,IMPOSITION OF CIVIL FINES,False,False,False,False,True
Renton Nursing and Rehab (Hx G prior G) 12 03 19.pdf,505280,RENTON NURSING AND REHABILITATION CENTER,2019-12-16,2019-12-03,unannounced complaint investigation ,388-97-0640,388-97-0640(6)(a)(b),Resident Rights,1000.0,,,IMPOSITION OF CIVIL FINES,False,False,False,False,True
Renton Nursing and Rehab (Hx G prior G) 12 03 19.pdf,505280,RENTON NURSING AND REHABILITATION CENTER,2019-12-16,2019-12-03,unannounced complaint investigation ,,,,,2000.0,,IMPOSITION OF CIVIL FINES,False,False,False,False,False
Renton Nursing and Rehab (Hx G prior G) 12 03 19.pdf,505280,RENTON NURSING AND REHABILITATION CENTER,2019-12-16,2019-12-03,unannounced complaint investigation ,,,,,,,IMPOSITION OF CIVIL FINES,False,False,False,False,False
Renton Nursing and Rehab (WAC Hx E prior D) 1 24 18.pdf,505280,RENTON NURSING AND REHABILITATION CENTER,2018-02-07,2018-01-24,unannounced complaint investigation ,,,,,,E,,False,True,False,False,False
Renton Nursing and Rehab (WAC Hx E prior D) 1 24 18.pdf,505280,RENTON NURSING AND REHABILITATION CENTER,2018-02-07,2018-01-24,unannounced complaint investigation ,,,,,,,,False,False,True,False,False
Renton Nursing and Rehab (WAC Hx E prior D) 1 24 18.pdf,505280,RENTON NURSING AND REHABILITATION CENTER,2018-02-07,2018-01-24,unannounced complaint investigation ,,,,,,,,False,False,False,True,True
