facility_name,facility_id,eventid,inspection_dt,tag,tag_group_num,tag_group_name,tag_old_new,severity_code,severity_desc,complaint,standard
RENTON NURSING AND REHABILITATION CENTER,505280,1DCP11,2018-01-17,637,483.20,Resident Assessment and Plan of Care,New,E,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Pattern,0.0,1.0
RENTON NURSING AND REHABILITATION CENTER,505280,1DCP11,2018-01-17,638,483.20,Resident Assessment and Plan of Care,New,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,0.0,1.0
RENTON NURSING AND REHABILITATION CENTER,505280,1DCP11,2018-01-17,641,483.20,Resident Assessment and Plan of Care,New,E,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Pattern,0.0,1.0
RENTON NURSING AND REHABILITATION CENTER,505280,1DCP11,2018-01-17,656,483.21,Comprehensive Resident Centered Care Plans,New,E,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Pattern,0.0,1.0
RENTON NURSING AND REHABILITATION CENTER,505280,1DCP11,2018-01-17,658,483.21,Comprehensive Resident Centered Care Plans,New,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,0.0,1.0
RENTON NURSING AND REHABILITATION CENTER,505280,1DCP11,2018-01-17,676,483.24,Quality of Life,New,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,0.0,1.0
RENTON NURSING AND REHABILITATION CENTER,505280,1DCP11,2018-01-17,677,483.24,Quality of Life,New,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,0.0,1.0
RENTON NURSING AND REHABILITATION CENTER,505280,1DCP11,2018-01-17,679,483.24,Quality of Life,New,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,1.0,1.0
RENTON NURSING AND REHABILITATION CENTER,505280,1DCP11,2018-01-17,684,483.25,Quality of Care,New,E,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Pattern,0.0,1.0
RENTON NURSING AND REHABILITATION CENTER,505280,1DCP11,2018-01-17,685,483.25,Quality of Care,New,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,0.0,1.0
RENTON NURSING AND REHABILITATION CENTER,505280,1DCP11,2018-01-17,686,483.25,Quality of Care,New,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,0.0,1.0
RENTON NURSING AND REHABILITATION CENTER,505280,1DCP11,2018-01-17,688,483.25,Quality of Care,New,E,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Pattern,0.0,1.0
RENTON NURSING AND REHABILITATION CENTER,505280,1DCP11,2018-01-17,689,483.25,Quality of Care,New,E,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Pattern,0.0,1.0
RENTON NURSING AND REHABILITATION CENTER,505280,1DCP11,2018-01-17,690,483.25,Quality of Care,New,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,0.0,1.0
RENTON NURSING AND REHABILITATION CENTER,505280,1DCP11,2018-01-17,693,483.25,Quality of Care,New,E,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Pattern,0.0,1.0
RENTON NURSING AND REHABILITATION CENTER,505280,1DCP11,2018-01-17,695,483.25,Quality of Care,New,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,0.0,1.0
RENTON NURSING AND REHABILITATION CENTER,505280,1DCP11,2018-01-17,697,483.25,Quality of Care,New,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,0.0,1.0
RENTON NURSING AND REHABILITATION CENTER,505280,1DCP11,2018-01-17,698,483.25,Quality of Care,New,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,0.0,1.0
RENTON NURSING AND REHABILITATION CENTER,505280,1DCP11,2018-01-17,725,483.35,Nursing Services,New,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,1.0,1.0
RENTON NURSING AND REHABILITATION CENTER,505280,1DCP11,2018-01-17,744,483.40,Behavioral Health Services,New,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,0.0,1.0
RENTON NURSING AND REHABILITATION CENTER,505280,1DCP11,2018-01-17,745,483.40,Behavioral Health Services,New,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,0.0,1.0
RENTON NURSING AND REHABILITATION CENTER,505280,1DCP11,2018-01-17,757,483.45,Pharmacy Services,New,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,0.0,1.0
RENTON NURSING AND REHABILITATION CENTER,505280,1DCP11,2018-01-17,758,483.45,Pharmacy Services,New,E,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Pattern,0.0,1.0
RENTON NURSING AND REHABILITATION CENTER,505280,1DCP11,2018-01-17,759,483.45,Pharmacy Services,New,E,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Pattern,0.0,1.0
RENTON NURSING AND REHABILITATION CENTER,505280,1DCP11,2018-01-17,791,483.55,Dental Services,New,E,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Pattern,0.0,1.0
RENTON NURSING AND REHABILITATION CENTER,505280,1DCP11,2018-01-17,803,483.60,Food Services Areas,New,E,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Pattern,0.0,1.0
RENTON NURSING AND REHABILITATION CENTER,505280,1DCP11,2018-01-17,804,483.60,Food Services Areas,New,E,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Pattern,0.0,1.0
RENTON NURSING AND REHABILITATION CENTER,505280,1DCP11,2018-01-17,808,483.60,Food Services Areas,New,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,0.0,1.0
RENTON NURSING AND REHABILITATION CENTER,505280,1DCP11,2018-01-17,812,483.60,Food Services Areas,New,E,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Pattern,0.0,1.0
RENTON NURSING AND REHABILITATION CENTER,505280,1DCP11,2018-01-17,842,483.70,Administration,New,E,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Pattern,0.0,1.0
RENTON NURSING AND REHABILITATION CENTER,505280,1DCP11,2018-01-17,849,483.70,Administration,New,E,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Pattern,0.0,1.0
RENTON NURSING AND REHABILITATION CENTER,505280,1DCP11,2018-01-17,867,483.75,Quality Assurance and Performance Improvement,New,E,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Pattern,0.0,1.0
RENTON NURSING AND REHABILITATION CENTER,505280,1DCP11,2018-01-17,868,483.75,Quality Assurance and Performance Improvement,New,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,0.0,1.0
RENTON NURSING AND REHABILITATION CENTER,505280,1DCP11,2018-01-17,880,483.80,Infection Control,New,E,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Pattern,0.0,1.0
RENTON NURSING AND REHABILITATION CENTER,505280,TPKS11,2018-06-22,689,483.25,Quality of Care,New,E,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Pattern,1.0,0.0
RENTON NURSING AND REHABILITATION CENTER,505280,JYR611,2018-06-29,610,483.12,"Freedom from Abuse, Neglect, and Exploitation",New,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,1.0,0.0
RENTON NURSING AND REHABILITATION CENTER,505280,YOUB11,2018-12-20,580,483.10,Resident Rights,New,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,1.0,0.0
RENTON NURSING AND REHABILITATION CENTER,505280,YOUB11,2018-12-20,812,483.60,Food Services Areas,New,E,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Pattern,1.0,0.0
RENTON NURSING AND REHABILITATION CENTER,505280,YOUB11,2018-12-20,880,483.80,Infection Control,New,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,1.0,0.0
RENTON NURSING AND REHABILITATION CENTER,505280,UGKR11,2019-02-21,550,483.10,Resident Rights,New,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,1.0,0.0
RENTON NURSING AND REHABILITATION CENTER,505280,UGKR11,2019-02-21,561,483.10,Resident Rights,New,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,1.0,0.0
RENTON NURSING AND REHABILITATION CENTER,505280,ZHEB11,2019-04-26,578,483.10,Resident Rights,New,E,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Pattern,0.0,1.0
RENTON NURSING AND REHABILITATION CENTER,505280,ZHEB11,2019-04-26,582,483.10,Resident Rights,New,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,0.0,1.0
RENTON NURSING AND REHABILITATION CENTER,505280,ZHEB11,2019-04-26,584,483.10,Resident Rights,New,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,0.0,1.0
RENTON NURSING AND REHABILITATION CENTER,505280,ZHEB11,2019-04-26,623,483.15,"Admission, Transfer and Discharge",New,E,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Pattern,0.0,1.0
RENTON NURSING AND REHABILITATION CENTER,505280,ZHEB11,2019-04-26,625,483.15,"Admission, Transfer and Discharge",New,E,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Pattern,0.0,1.0
RENTON NURSING AND REHABILITATION CENTER,505280,ZHEB11,2019-04-26,641,483.20,Resident Assessment and Plan of Care,New,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,0.0,1.0
RENTON NURSING AND REHABILITATION CENTER,505280,ZHEB11,2019-04-26,656,483.21,Comprehensive Resident Centered Care Plans,New,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,0.0,1.0
RENTON NURSING AND REHABILITATION CENTER,505280,ZHEB11,2019-04-26,658,483.21,Comprehensive Resident Centered Care Plans,New,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,0.0,1.0
RENTON NURSING AND REHABILITATION CENTER,505280,ZHEB11,2019-04-26,684,483.25,Quality of Care,New,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,0.0,1.0
RENTON NURSING AND REHABILITATION CENTER,505280,ZHEB11,2019-04-26,685,483.25,Quality of Care,New,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,0.0,1.0
RENTON NURSING AND REHABILITATION CENTER,505280,ZHEB11,2019-04-26,688,483.25,Quality of Care,New,E,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Pattern,0.0,1.0
RENTON NURSING AND REHABILITATION CENTER,505280,ZHEB11,2019-04-26,690,483.25,Quality of Care,New,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,0.0,1.0
RENTON NURSING AND REHABILITATION CENTER,505280,ZHEB11,2019-04-26,693,483.25,Quality of Care,New,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,0.0,1.0
RENTON NURSING AND REHABILITATION CENTER,505280,ZHEB11,2019-04-26,695,483.25,Quality of Care,New,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,0.0,1.0
RENTON NURSING AND REHABILITATION CENTER,505280,ZHEB11,2019-04-26,698,483.25,Quality of Care,New,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,0.0,1.0
RENTON NURSING AND REHABILITATION CENTER,505280,ZHEB11,2019-04-26,755,483.45,Pharmacy Services,New,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,0.0,1.0
RENTON NURSING AND REHABILITATION CENTER,505280,ZHEB11,2019-04-26,758,483.45,Pharmacy Services,New,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,0.0,1.0
RENTON NURSING AND REHABILITATION CENTER,505280,ZHEB11,2019-04-26,881,483.80,Infection Control,New,E,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Pattern,0.0,1.0
RENTON NURSING AND REHABILITATION CENTER,505280,G22L11,2019-08-21,835,483.70,Administration,New,F,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Widespread,1.0,0.0
RENTON NURSING AND REHABILITATION CENTER,505280,QYK711,2019-11-18,684,483.25,Quality of Care,New,G,Actual harm that is not immediate jeopardy - Isolated,1.0,0.0
RENTON NURSING AND REHABILITATION CENTER,505280,VF5S11,2019-12-03,600,483.12,"Freedom from Abuse, Neglect, and Exploitation",New,G,Actual harm that is not immediate jeopardy - Isolated,1.0,0.0
RENTON NURSING AND REHABILITATION CENTER,505280,VF5S11,2019-12-03,609,483.12,"Freedom from Abuse, Neglect, and Exploitation",New,E,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Pattern,1.0,0.0
RENTON NURSING AND REHABILITATION CENTER,505280,VF5S11,2019-12-03,610,483.12,"Freedom from Abuse, Neglect, and Exploitation",New,G,Actual harm that is not immediate jeopardy - Isolated,1.0,0.0
RENTON NURSING AND REHABILITATION CENTER,505280,STT911,2020-02-25,689,483.25,Quality of Care,New,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,1.0,0.0
PRESTIGE CARE & REHABILITATION - CLARKSTON,505283,CDAB11,2017-03-02,253,483.10,Resident Rights,Old,E,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Pattern,0.0,1.0
PRESTIGE CARE & REHABILITATION - CLARKSTON,505283,CDAB11,2017-03-02,272,483.20,Resident Assessment and Plan of Care,Old,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,0.0,1.0
PRESTIGE CARE & REHABILITATION - CLARKSTON,505283,CDAB11,2017-03-02,280,483.10,Resident Rights,Old,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,0.0,1.0
PRESTIGE CARE & REHABILITATION - CLARKSTON,505283,CDAB11,2017-03-02,285,483.20,Resident Assessment and Plan of Care,Old,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,0.0,1.0
PRESTIGE CARE & REHABILITATION - CLARKSTON,505283,CDAB11,2017-03-02,309,483.25,Quality of Care,Old,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,0.0,1.0
PRESTIGE CARE & REHABILITATION - CLARKSTON,505283,CDAB11,2017-03-02,366,483.60,Food Services Areas,Old,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,0.0,1.0
PRESTIGE CARE & REHABILITATION - CLARKSTON,505283,CDAB11,2017-03-02,425,483.45,Pharmacy Services,Old,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,0.0,1.0
PRESTIGE CARE & REHABILITATION - CLARKSTON,505283,CDAB11,2017-03-02,441,483.80,Infection Control,Old,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,0.0,1.0
PRESTIGE CARE & REHABILITATION - CLARKSTON,505283,Y11H11,2018-01-26,689,483.25,Quality of Care,New,J,Immediate jeopardy to resident health or safety - Isolated,1.0,0.0
PRESTIGE CARE & REHABILITATION - CLARKSTON,505283,B68Q11,2018-04-19,584,483.10,Resident Rights,New,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,0.0,1.0
PRESTIGE CARE & REHABILITATION - CLARKSTON,505283,B68Q11,2018-04-19,641,483.20,Resident Assessment and Plan of Care,New,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,0.0,1.0
PRESTIGE CARE & REHABILITATION - CLARKSTON,505283,B68Q11,2018-04-19,645,483.20,Resident Assessment and Plan of Care,New,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,0.0,1.0
PRESTIGE CARE & REHABILITATION - CLARKSTON,505283,B68Q11,2018-04-19,657,483.21,Comprehensive Resident Centered Care Plans,New,E,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Pattern,0.0,1.0
PRESTIGE CARE & REHABILITATION - CLARKSTON,505283,B68Q11,2018-04-19,679,483.24,Quality of Life,New,E,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Pattern,0.0,1.0
PRESTIGE CARE & REHABILITATION - CLARKSTON,505283,B68Q11,2018-04-19,730,483.35,Nursing Services,New,E,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Pattern,0.0,1.0
PRESTIGE CARE & REHABILITATION - CLARKSTON,505283,B68Q11,2018-04-19,756,483.45,Pharmacy Services,New,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,0.0,1.0
PRESTIGE CARE & REHABILITATION - CLARKSTON,505283,B68Q11,2018-04-19,758,483.45,Pharmacy Services,New,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,0.0,1.0
PRESTIGE CARE & REHABILITATION - CLARKSTON,505283,B68Q11,2018-04-19,761,483.45,Pharmacy Services,New,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,0.0,1.0
PRESTIGE CARE & REHABILITATION - CLARKSTON,505283,I9P711,2018-05-25,689,483.25,Quality of Care,New,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,1.0,0.0
PRESTIGE CARE & REHABILITATION - CLARKSTON,505283,IN7D11,2018-08-02,684,483.25,Quality of Care,New,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,1.0,0.0
PRESTIGE CARE & REHABILITATION - CLARKSTON,505283,38YT11,2018-10-30,756,483.45,Pharmacy Services,New,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,1.0,0.0
PRESTIGE CARE & REHABILITATION - CLARKSTON,505283,QFD111,2019-01-09,609,483.12,"Freedom from Abuse, Neglect, and Exploitation",New,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,1.0,0.0
PRESTIGE CARE & REHABILITATION - CLARKSTON,505283,G86B11,2019-03-07,551,483.10,Resident Rights,New,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,1.0,0.0
PRESTIGE CARE & REHABILITATION - CLARKSTON,505283,G86B11,2019-03-07,656,483.21,Comprehensive Resident Centered Care Plans,New,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,1.0,0.0
PRESTIGE CARE & REHABILITATION - CLARKSTON,505283,G86B11,2019-03-07,755,483.45,Pharmacy Services,New,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,1.0,0.0
PRESTIGE CARE & REHABILITATION - CLARKSTON,505283,UMEV11,2019-05-30,600,483.12,"Freedom from Abuse, Neglect, and Exploitation",New,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,1.0,0.0
PRESTIGE CARE & REHABILITATION - CLARKSTON,505283,UMEV11,2019-05-30,657,483.21,Comprehensive Resident Centered Care Plans,New,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,1.0,0.0
PRESTIGE CARE & REHABILITATION - CLARKSTON,505283,O0I711,2019-06-21,550,483.10,Resident Rights,New,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,0.0,1.0
PRESTIGE CARE & REHABILITATION - CLARKSTON,505283,O0I711,2019-06-21,585,483.10,Resident Rights,New,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,0.0,1.0
PRESTIGE CARE & REHABILITATION - CLARKSTON,505283,O0I711,2019-06-21,609,483.12,"Freedom from Abuse, Neglect, and Exploitation",New,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,0.0,1.0
PRESTIGE CARE & REHABILITATION - CLARKSTON,505283,O0I711,2019-06-21,610,483.12,"Freedom from Abuse, Neglect, and Exploitation",New,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,0.0,1.0
PRESTIGE CARE & REHABILITATION - CLARKSTON,505283,O0I711,2019-06-21,625,483.15,"Admission, Transfer and Discharge",New,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,0.0,1.0
PRESTIGE CARE & REHABILITATION - CLARKSTON,505283,O0I711,2019-06-21,656,483.21,Comprehensive Resident Centered Care Plans,New,E,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Pattern,0.0,1.0
PRESTIGE CARE & REHABILITATION - CLARKSTON,505283,O0I711,2019-06-21,688,483.25,Quality of Care,New,E,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Pattern,0.0,1.0
PRESTIGE CARE & REHABILITATION - CLARKSTON,505283,O0I711,2019-06-21,690,483.25,Quality of Care,New,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,0.0,1.0
PRESTIGE CARE & REHABILITATION - CLARKSTON,505283,O0I711,2019-06-21,698,483.25,Quality of Care,New,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,0.0,1.0
PRESTIGE CARE & REHABILITATION - CLARKSTON,505283,O0I711,2019-06-21,725,483.35,Nursing Services,New,E,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Pattern,0.0,1.0
PRESTIGE CARE & REHABILITATION - CLARKSTON,505283,O0I711,2019-06-21,756,483.45,Pharmacy Services,New,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,0.0,1.0
PRESTIGE CARE & REHABILITATION - CLARKSTON,505283,O0I711,2019-06-21,770,483.50,"Laboratory, Radiology, and Other Diagnostic Services",New,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,0.0,1.0
PRESTIGE CARE & REHABILITATION - CLARKSTON,505283,O0I711,2019-06-21,790,483.55,Dental Services,New,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,0.0,1.0
PRESTIGE CARE & REHABILITATION - CLARKSTON,505283,O0I711,2019-06-21,808,483.60,Food Services Areas,New,E,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Pattern,0.0,1.0
"MANOR CARE OF TACOMA WA, LLC",505289,W4RF11,2017-01-24,154,483.10,Resident Rights,Old,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,0.0,1.0
"MANOR CARE OF TACOMA WA, LLC",505289,W4RF11,2017-01-24,281,483.21,Comprehensive Resident Centered Care Plans,Old,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,0.0,1.0
"MANOR CARE OF TACOMA WA, LLC",505289,W4RF11,2017-01-24,314,483.25,Quality of Care,Old,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,0.0,1.0
"MANOR CARE OF TACOMA WA, LLC",505289,W4RF11,2017-01-24,329,483.45,Pharmacy Services,Old,E,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Pattern,0.0,1.0
"MANOR CARE OF TACOMA WA, LLC",505289,W4RF11,2017-01-24,371,483.60,Food Services Areas,Old,F,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Widespread,0.0,1.0
"MANOR CARE OF TACOMA WA, LLC",505289,W4RF11,2017-01-24,431,483.45,Pharmacy Services,Old,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,0.0,1.0
"MANOR CARE OF TACOMA WA, LLC",505289,W4RF11,2017-01-24,441,483.80,Infection Control,Old,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,0.0,1.0
"MANOR CARE OF TACOMA WA, LLC",505289,MBUH11,2017-04-06,285,483.20,Resident Assessment and Plan of Care,Old,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,1.0,0.0
"MANOR CARE OF TACOMA WA, LLC",505289,BR0L11,2017-10-20,281,483.21,Comprehensive Resident Centered Care Plans,Old,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,1.0,0.0
"MANOR CARE OF TACOMA WA, LLC",505289,BR0L11,2017-10-20,309,483.25,Quality of Care,Old,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,1.0,0.0
"MANOR CARE OF TACOMA WA, LLC",505289,BR0L11,2017-10-20,312,483.24,Quality of Life,Old,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,1.0,0.0
"MANOR CARE OF TACOMA WA, LLC",505289,BR0L11,2017-10-20,322,483.25,Quality of Care,Old,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,1.0,0.0
"MANOR CARE OF TACOMA WA, LLC",505289,BR0L11,2017-10-20,514,483.70,Administration,Old,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,1.0,0.0
"MANOR CARE OF TACOMA WA, LLC",505289,UHG011,2018-01-12,610,483.12,"Freedom from Abuse, Neglect, and Exploitation",New,E,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Pattern,0.0,1.0
"MANOR CARE OF TACOMA WA, LLC",505289,UHG011,2018-01-12,688,483.25,Quality of Care,New,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,0.0,1.0
"MANOR CARE OF TACOMA WA, LLC",505289,UHG011,2018-01-12,689,483.25,Quality of Care,New,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,0.0,1.0
"MANOR CARE OF TACOMA WA, LLC",505289,UHG011,2018-01-12,756,483.45,Pharmacy Services,New,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,0.0,1.0
"MANOR CARE OF TACOMA WA, LLC",505289,UHG011,2018-01-12,757,483.45,Pharmacy Services,New,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,0.0,1.0
"MANOR CARE OF TACOMA WA, LLC",505289,UHG011,2018-01-12,759,483.45,Pharmacy Services,New,E,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Pattern,0.0,1.0
"MANOR CARE OF TACOMA WA, LLC",505289,UHG011,2018-01-12,761,483.45,Pharmacy Services,New,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,0.0,1.0
"MANOR CARE OF TACOMA WA, LLC",505289,UHG011,2018-01-12,880,483.80,Infection Control,New,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,0.0,1.0
"MANOR CARE OF TACOMA WA, LLC",505289,I9Q411,2018-06-06,558,483.10,Resident Rights,New,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,1.0,0.0
"MANOR CARE OF TACOMA WA, LLC",505289,81YO11,2018-08-21,610,483.12,"Freedom from Abuse, Neglect, and Exploitation",New,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,1.0,0.0
"MANOR CARE OF TACOMA WA, LLC",505289,81YO11,2018-08-21,656,483.21,Comprehensive Resident Centered Care Plans,New,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,1.0,0.0
"MANOR CARE OF TACOMA WA, LLC",505289,81YO11,2018-08-21,658,483.21,Comprehensive Resident Centered Care Plans,New,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,1.0,0.0
"MANOR CARE OF TACOMA WA, LLC",505289,81YO11,2018-08-21,684,483.25,Quality of Care,New,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,1.0,0.0
"MANOR CARE OF TACOMA WA, LLC",505289,81YO11,2018-08-21,689,483.25,Quality of Care,New,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,1.0,0.0
"MANOR CARE OF TACOMA WA, LLC",505289,81YO11,2018-08-21,697,483.25,Quality of Care,New,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,1.0,0.0
"MANOR CARE OF TACOMA WA, LLC",505289,IBXT11,2018-09-07,757,483.45,Pharmacy Services,New,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,1.0,0.0
"MANOR CARE OF TACOMA WA, LLC",505289,IBXT11,2018-09-07,760,483.45,Pharmacy Services,New,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,1.0,0.0
"MANOR CARE OF TACOMA WA, LLC",505289,9OR111,2018-09-28,607,483.12,"Freedom from Abuse, Neglect, and Exploitation",New,E,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Pattern,1.0,0.0
"MANOR CARE OF TACOMA WA, LLC",505289,9OR111,2018-09-28,692,483.25,Quality of Care,New,D,No actual harm with potential for more than minimal harm that is not immediate jeopardy - Isolated,1.0,0.0
